Supplier ID,Supplier Name,Material Type,Location,Rating,Supply Capacity (tons/month),Average Delivery Time (days),Cost per unit (INR)
SPLR8398,Supplier_7398,Sand,Hyderabad,3.0,135,21,3573.03
SPLR8399,Supplier_7399,Glass,Ahmedabad,3.2,828,16,1948.99
SPLR8400,Supplier_7400,Wood,Kolkata,4.4,735,9,2131.77
SPLR8401,Supplier_7401,Glass,Jaipur,2.6,83,20,1099.74
SPLR8402,Supplier_7402,Bricks,Mumbai,5.0,427,9,1829.86
SPLR8403,Supplier_7403,Glass,Lucknow,3.4,229,21,1827.61
SPLR8404,Supplier_7404,Electrical Wiring,Chennai,4.7,730,5,2286.17
SPLR8405,Supplier_7405,Bricks,Kolkata,4.2,546,20,609.07
SPLR8406,Supplier_7406,Glass,Bangalore,3.7,971,5,577.01
SPLR8407,Supplier_7407,Tiles,Jaipur,5.0,182,14,3268.92
SPLR8408,Supplier_7408,Plumbing Pipes,Delhi,2.8,632,23,4526.07
SPLR8409,Supplier_7409,Glass,Mumbai,4.1,540,8,2754.87
SPLR8410,Supplier_7410,Sand,Pune,2.5,632,15,654.62
SPLR8411,Supplier_7411,Plumbing Pipes,Ahmedabad,2.8,202,29,2731.12
SPLR8412,Supplier_7412,Concrete,Pune,3.1,566,21,898.68
SPLR8413,Supplier_7413,Tiles,Jaipur,4.3,375,9,4089.28
SPLR8414,Supplier_7414,Concrete,Kolkata,4.3,804,3,4604.65
SPLR8415,Supplier_7415,Glass,Lucknow,3.1,627,24,3215.13
SPLR8416,Supplier_7416,Plumbing Pipes,Ahmedabad,4.1,825,9,3351.94
SPLR8417,Supplier_7417,Concrete,Chennai,4.3,884,25,4688.07
SPLR8418,Supplier_7418,Plumbing Pipes,Bangalore,4.2,230,3,3256.48
SPLR8419,Supplier_7419,Steel,Chennai,2.9,258,7,1742.05
SPLR8420,Supplier_7420,Concrete,Mumbai,5.0,934,19,2172.52
SPLR8421,Supplier_7421,Bricks,Lucknow,3.6,353,12,856.6
SPLR8422,Supplier_7422,Sand,Jaipur,4.1,434,29,2767.65
SPLR8423,Supplier_7423,Sand,Ahmedabad,4.7,186,14,3751.58
SPLR8424,Supplier_7424,Tiles,Mumbai,3.7,810,12,2648.22
SPLR8425,Supplier_7425,Plumbing Pipes,Pune,3.6,561,8,1180.07
SPLR8426,Supplier_7426,Steel,Lucknow,2.7,996,4,4460.22
SPLR8427,Supplier_7427,Steel,Mumbai,3.1,110,2,1578.95
SPLR8428,Supplier_7428,Tiles,Chennai,4.9,192,16,723.79
SPLR8429,Supplier_7429,Concrete,Delhi,4.0,878,30,3932.43
SPLR8430,Supplier_7430,Electrical Wiring,Pune,4.3,467,23,2009.0
SPLR8431,Supplier_7431,Concrete,Jaipur,4.7,194,23,4968.91
SPLR8432,Supplier_7432,Bricks,Chennai,2.5,269,10,3468.93
SPLR8433,Supplier_7433,Wood,Kolkata,3.7,357,16,3159.67
SPLR8434,Supplier_7434,Sand,Hyderabad,3.2,567,21,1270.54
SPLR8435,Supplier_7435,Electrical Wiring,Mumbai,3.3,283,28,1309.23
SPLR8436,Supplier_7436,Tiles,Kolkata,4.3,126,30,4000.96
SPLR8437,Supplier_7437,Wood,Pune,4.3,877,26,3690.72
SPLR8438,Supplier_7438,Plumbing Pipes,Mumbai,4.5,150,17,2821.47
SPLR8439,Supplier_7439,Plumbing Pipes,Ahmedabad,3.8,478,27,2809.33
SPLR8440,Supplier_7440,Steel,Chennai,4.2,490,10,921.1
SPLR8441,Supplier_7441,Plumbing Pipes,Chennai,3.6,504,1,1464.74
SPLR8442,Supplier_7442,Concrete,Bangalore,3.8,830,15,3820.49
SPLR8443,Supplier_7443,Concrete,Pune,3.3,998,27,786.29
SPLR8444,Supplier_7444,Wood,Pune,4.0,951,30,3479.68
SPLR8445,Supplier_7445,Concrete,Chennai,3.0,486,7,4700.02
SPLR8446,Supplier_7446,Glass,Jaipur,3.7,486,10,2043.22
SPLR8447,Supplier_7447,Concrete,Chennai,4.5,255,5,911.96
SPLR8448,Supplier_7448,Sand,Delhi,4.9,172,12,3159.87
SPLR8449,Supplier_7449,Plumbing Pipes,Delhi,2.9,837,12,2894.67
SPLR8450,Supplier_7450,Tiles,Lucknow,4.1,897,9,3994.45
SPLR8451,Supplier_7451,Sand,Lucknow,4.7,999,4,926.89
SPLR8452,Supplier_7452,Steel,Delhi,4.0,181,24,2135.85
SPLR8453,Supplier_7453,Concrete,Hyderabad,3.3,243,30,3965.86
SPLR8454,Supplier_7454,Sand,Lucknow,3.5,344,11,3989.46
SPLR8455,Supplier_7455,Cement,Pune,4.5,205,21,1301.96
SPLR8456,Supplier_7456,Steel,Bangalore,3.8,827,26,3533.32
SPLR8457,Supplier_7457,Tiles,Bangalore,3.6,159,21,3043.59
SPLR8458,Supplier_7458,Bricks,Hyderabad,4.2,188,2,3966.28
SPLR8459,Supplier_7459,Concrete,Mumbai,4.4,819,30,1662.87
SPLR8460,Supplier_7460,Tiles,Kolkata,2.7,861,1,504.21
SPLR8461,Supplier_7461,Bricks,Hyderabad,2.7,606,9,2939.91
SPLR8462,Supplier_7462,Glass,Ahmedabad,4.1,711,17,3949.79
SPLR8463,Supplier_7463,Steel,Kolkata,4.6,575,2,626.43
SPLR8464,Supplier_7464,Concrete,Mumbai,3.6,172,4,919.19
SPLR8465,Supplier_7465,Wood,Lucknow,3.7,981,13,2073.32
SPLR8466,Supplier_7466,Concrete,Bangalore,3.4,728,3,2901.08
SPLR8467,Supplier_7467,Concrete,Hyderabad,2.8,479,9,597.23
SPLR8468,Supplier_7468,Plumbing Pipes,Jaipur,3.4,554,9,2651.56
SPLR8469,Supplier_7469,Glass,Lucknow,3.2,885,19,2607.19
SPLR8470,Supplier_7470,Steel,Chennai,4.1,981,5,511.71
SPLR8471,Supplier_7471,Bricks,Mumbai,3.1,961,26,3968.61
SPLR8472,Supplier_7472,Bricks,Bangalore,4.0,303,18,1372.66
SPLR8473,Supplier_7473,Sand,Kolkata,4.5,315,26,4727.69
SPLR8474,Supplier_7474,Tiles,Bangalore,2.8,839,27,1609.76
SPLR8475,Supplier_7475,Plumbing Pipes,Ahmedabad,4.3,381,13,4191.67
SPLR8476,Supplier_7476,Concrete,Lucknow,4.0,169,28,3761.08
SPLR8477,Supplier_7477,Glass,Mumbai,4.6,173,18,4756.51
SPLR8478,Supplier_7478,Tiles,Jaipur,3.3,531,30,4495.7
SPLR8479,Supplier_7479,Concrete,Ahmedabad,4.6,74,24,4759.8
SPLR8480,Supplier_7480,Bricks,Hyderabad,3.2,894,19,1226.94
SPLR8481,Supplier_7481,Tiles,Delhi,3.3,728,16,2415.37
SPLR8482,Supplier_7482,Wood,Chennai,4.4,374,19,819.67
SPLR8483,Supplier_7483,Electrical Wiring,Ahmedabad,4.5,141,17,3330.28
SPLR8484,Supplier_7484,Steel,Jaipur,2.8,566,12,762.58
SPLR8485,Supplier_7485,Plumbing Pipes,Delhi,4.8,377,23,2771.85
SPLR8486,Supplier_7486,Electrical Wiring,Hyderabad,4.9,355,9,1968.3
SPLR8487,Supplier_7487,Sand,Delhi,2.7,354,7,4917.96
SPLR8488,Supplier_7488,Concrete,Kolkata,4.4,970,24,3736.3
SPLR8489,Supplier_7489,Glass,Bangalore,3.6,733,8,2596.21
SPLR8490,Supplier_7490,Steel,Jaipur,4.0,769,21,2872.98
SPLR8491,Supplier_7491,Steel,Pune,3.7,351,22,4601.94
SPLR8492,Supplier_7492,Concrete,Delhi,4.8,218,16,2237.49
SPLR8493,Supplier_7493,Concrete,Pune,4.8,563,22,2758.46
SPLR8494,Supplier_7494,Wood,Delhi,2.9,666,7,1318.63
SPLR8495,Supplier_7495,Cement,Ahmedabad,2.9,544,14,1525.29
SPLR8496,Supplier_7496,Sand,Mumbai,4.9,364,5,3048.78
SPLR8497,Supplier_7497,Concrete,Kolkata,4.7,706,11,871.64
SPLR8498,Supplier_7498,Sand,Delhi,4.5,672,1,3089.06
SPLR8499,Supplier_7499,Plumbing Pipes,Mumbai,4.0,638,20,4081.63
SPLR8500,Supplier_7500,Plumbing Pipes,Jaipur,2.9,583,8,3178.53
SPLR8501,Supplier_7501,Steel,Hyderabad,3.5,466,2,2330.31
SPLR8502,Supplier_7502,Cement,Chennai,4.9,754,19,3551.02
SPLR8503,Supplier_7503,Wood,Jaipur,3.3,266,15,1271.98
SPLR8504,Supplier_7504,Steel,Delhi,4.6,162,1,2004.93
SPLR8505,Supplier_7505,Concrete,Ahmedabad,2.9,305,25,4332.75
SPLR8506,Supplier_7506,Bricks,Ahmedabad,4.8,756,4,587.83
SPLR8507,Supplier_7507,Plumbing Pipes,Delhi,3.5,97,2,2385.81
SPLR8508,Supplier_7508,Sand,Jaipur,3.9,842,1,697.98
SPLR8509,Supplier_7509,Bricks,Mumbai,3.2,377,5,4422.58
SPLR8510,Supplier_7510,Glass,Pune,4.9,310,14,4818.01
SPLR8511,Supplier_7511,Cement,Bangalore,3.8,725,3,2765.27
SPLR8512,Supplier_7512,Electrical Wiring,Mumbai,3.5,688,4,3058.46
SPLR8513,Supplier_7513,Sand,Kolkata,2.5,192,4,851.23
SPLR8514,Supplier_7514,Electrical Wiring,Jaipur,2.8,825,7,3218.2
SPLR8515,Supplier_7515,Glass,Lucknow,3.8,763,24,1842.89
SPLR8516,Supplier_7516,Bricks,Pune,4.4,671,27,4544.87
SPLR8517,Supplier_7517,Wood,Bangalore,2.6,663,11,2573.44
SPLR8518,Supplier_7518,Wood,Hyderabad,2.9,744,6,1367.64
SPLR8519,Supplier_7519,Bricks,Mumbai,4.0,301,12,2445.71
SPLR8520,Supplier_7520,Wood,Bangalore,3.1,162,14,3249.4
SPLR8521,Supplier_7521,Glass,Jaipur,4.9,897,13,4723.88
SPLR8522,Supplier_7522,Cement,Delhi,4.5,669,30,3892.3
SPLR8523,Supplier_7523,Wood,Lucknow,3.9,305,12,4633.36
SPLR8524,Supplier_7524,Glass,Lucknow,2.8,398,18,4059.46
SPLR8525,Supplier_7525,Sand,Ahmedabad,4.5,753,2,3811.36
SPLR8526,Supplier_7526,Steel,Lucknow,3.9,227,9,1500.84
SPLR8527,Supplier_7527,Bricks,Bangalore,3.2,705,12,1829.22
SPLR8528,Supplier_7528,Sand,Kolkata,4.8,183,17,1583.39
SPLR8529,Supplier_7529,Steel,Pune,5.0,903,14,1128.18
SPLR8530,Supplier_7530,Wood,Bangalore,3.1,839,28,3836.73
SPLR8531,Supplier_7531,Glass,Jaipur,3.3,553,8,1631.63
SPLR8532,Supplier_7532,Cement,Mumbai,2.6,318,9,1278.8
SPLR8533,Supplier_7533,Electrical Wiring,Lucknow,3.4,831,10,4083.13
SPLR8534,Supplier_7534,Glass,Ahmedabad,4.1,442,28,4535.31
SPLR8535,Supplier_7535,Electrical Wiring,Hyderabad,2.7,517,11,2737.05
SPLR8536,Supplier_7536,Tiles,Delhi,2.9,602,24,1400.2
SPLR8537,Supplier_7537,Wood,Mumbai,4.4,276,22,582.55
SPLR8538,Supplier_7538,Electrical Wiring,Lucknow,3.4,578,22,4419.39
SPLR8539,Supplier_7539,Wood,Jaipur,4.9,158,18,4408.2
SPLR8540,Supplier_7540,Cement,Kolkata,4.4,883,15,1449.87
SPLR8541,Supplier_7541,Sand,Jaipur,4.4,129,26,867.26
SPLR8542,Supplier_7542,Bricks,Pune,2.5,237,10,2010.67
SPLR8543,Supplier_7543,Bricks,Jaipur,2.7,144,28,752.83
SPLR8544,Supplier_7544,Electrical Wiring,Ahmedabad,4.4,520,13,4790.9
SPLR8545,Supplier_7545,Wood,Hyderabad,3.2,110,12,4927.84
SPLR8546,Supplier_7546,Sand,Hyderabad,4.6,562,24,582.53
SPLR8547,Supplier_7547,Concrete,Jaipur,4.4,975,22,3257.15
SPLR8548,Supplier_7548,Wood,Ahmedabad,3.5,403,13,730.01
SPLR8549,Supplier_7549,Concrete,Lucknow,3.9,496,24,3737.83
SPLR8550,Supplier_7550,Steel,Chennai,2.6,677,25,2163.38
SPLR8551,Supplier_7551,Glass,Lucknow,4.3,184,3,3918.24
SPLR8552,Supplier_7552,Bricks,Hyderabad,3.3,842,4,1781.02
SPLR8553,Supplier_7553,Sand,Ahmedabad,4.9,703,8,664.03
SPLR8554,Supplier_7554,Tiles,Kolkata,4.2,826,16,646.13
SPLR8555,Supplier_7555,Sand,Hyderabad,4.5,205,2,4575.17
SPLR8556,Supplier_7556,Plumbing Pipes,Hyderabad,4.1,188,21,3134.87
SPLR8557,Supplier_7557,Plumbing Pipes,Kolkata,4.5,500,25,1383.44
SPLR8558,Supplier_7558,Electrical Wiring,Lucknow,3.9,987,3,4842.76
SPLR8559,Supplier_7559,Cement,Jaipur,2.5,757,16,1255.1
SPLR8560,Supplier_7560,Cement,Kolkata,4.3,242,29,2651.08
SPLR8561,Supplier_7561,Steel,Chennai,2.5,305,24,1843.81
SPLR8562,Supplier_7562,Bricks,Jaipur,4.2,311,10,2905.72
SPLR8563,Supplier_7563,Wood,Bangalore,3.9,941,23,4646.26
SPLR8564,Supplier_7564,Plumbing Pipes,Jaipur,3.5,835,2,958.08
SPLR8565,Supplier_7565,Bricks,Chennai,3.4,623,5,4647.2
SPLR8566,Supplier_7566,Steel,Bangalore,4.5,480,16,2247.76
SPLR8567,Supplier_7567,Glass,Hyderabad,4.5,549,30,3094.88
SPLR8568,Supplier_7568,Sand,Mumbai,4.7,135,22,2539.6
SPLR8569,Supplier_7569,Steel,Hyderabad,4.6,341,9,3703.17
SPLR8570,Supplier_7570,Steel,Mumbai,4.9,362,28,1879.26
SPLR8571,Supplier_7571,Concrete,Kolkata,2.7,629,23,1817.47
SPLR8572,Supplier_7572,Cement,Ahmedabad,3.4,716,3,676.67
SPLR8573,Supplier_7573,Cement,Delhi,4.2,236,27,2525.64
SPLR8574,Supplier_7574,Wood,Chennai,4.1,563,22,2526.78
SPLR8575,Supplier_7575,Concrete,Ahmedabad,2.9,602,2,3419.78
SPLR8576,Supplier_7576,Electrical Wiring,Delhi,4.4,881,13,4292.18
SPLR8577,Supplier_7577,Steel,Kolkata,4.9,431,18,4384.52
SPLR8578,Supplier_7578,Steel,Pune,4.2,515,4,3736.98
SPLR8579,Supplier_7579,Steel,Pune,4.4,668,27,1228.52
SPLR8580,Supplier_7580,Electrical Wiring,Mumbai,4.2,131,8,4055.24
SPLR8581,Supplier_7581,Wood,Chennai,4.6,840,30,4314.63
SPLR8582,Supplier_7582,Plumbing Pipes,Bangalore,4.0,930,28,3965.22
SPLR8583,Supplier_7583,Plumbing Pipes,Jaipur,4.6,573,23,692.38
SPLR8584,Supplier_7584,Wood,Delhi,4.9,846,5,3017.58
SPLR8585,Supplier_7585,Bricks,Ahmedabad,2.7,748,17,3326.93
SPLR8586,Supplier_7586,Wood,Bangalore,2.6,871,1,3250.79
SPLR8587,Supplier_7587,Wood,Jaipur,4.3,120,8,4960.1
SPLR8588,Supplier_7588,Electrical Wiring,Jaipur,3.9,85,22,679.63
SPLR8589,Supplier_7589,Wood,Jaipur,4.6,775,5,1817.76
SPLR8590,Supplier_7590,Concrete,Jaipur,3.8,109,19,2363.28
SPLR8591,Supplier_7591,Tiles,Mumbai,5.0,523,18,800.11
SPLR8592,Supplier_7592,Concrete,Pune,4.7,748,12,531.22
SPLR8593,Supplier_7593,Steel,Jaipur,4.9,220,14,4833.63
SPLR8594,Supplier_7594,Tiles,Delhi,3.4,628,29,1283.44
SPLR8595,Supplier_7595,Tiles,Delhi,3.6,419,17,3729.26
SPLR8596,Supplier_7596,Wood,Ahmedabad,3.5,760,27,927.8
SPLR8597,Supplier_7597,Bricks,Hyderabad,4.3,291,26,2903.61
SPLR8598,Supplier_7598,Sand,Chennai,3.3,619,29,2857.39
SPLR8599,Supplier_7599,Electrical Wiring,Delhi,3.3,312,29,4387.28
SPLR8600,Supplier_7600,Electrical Wiring,Pune,4.0,792,23,3586.01
SPLR8601,Supplier_7601,Bricks,Pune,4.6,916,22,3860.28
SPLR8602,Supplier_7602,Bricks,Delhi,3.5,694,23,3080.69
SPLR8603,Supplier_7603,Glass,Bangalore,2.9,443,17,3791.76
SPLR8604,Supplier_7604,Tiles,Mumbai,3.8,713,7,1288.12
SPLR8605,Supplier_7605,Tiles,Lucknow,3.7,573,17,1281.39
SPLR8606,Supplier_7606,Cement,Lucknow,3.9,946,14,1277.54
SPLR8607,Supplier_7607,Concrete,Ahmedabad,2.7,496,15,1268.75
SPLR8608,Supplier_7608,Sand,Mumbai,4.5,652,14,2322.85
SPLR8609,Supplier_7609,Bricks,Jaipur,3.9,848,7,4979.28
SPLR8610,Supplier_7610,Bricks,Lucknow,4.8,70,24,3671.74
SPLR8611,Supplier_7611,Wood,Chennai,2.7,483,8,2595.52
SPLR8612,Supplier_7612,Concrete,Mumbai,4.4,966,22,1413.57
SPLR8613,Supplier_7613,Cement,Mumbai,4.9,696,5,2886.91
SPLR8614,Supplier_7614,Sand,Jaipur,3.6,276,23,2494.76
SPLR8615,Supplier_7615,Sand,Lucknow,3.1,136,2,4784.61
SPLR8616,Supplier_7616,Cement,Chennai,3.6,190,6,2939.26
SPLR8617,Supplier_7617,Electrical Wiring,Kolkata,2.8,719,5,4865.53
SPLR8618,Supplier_7618,Wood,Kolkata,2.6,421,24,4617.91
SPLR8619,Supplier_7619,Plumbing Pipes,Jaipur,4.6,625,3,1218.89
SPLR8620,Supplier_7620,Concrete,Pune,4.9,360,3,3848.12
SPLR8621,Supplier_7621,Wood,Mumbai,3.6,117,6,4269.37
SPLR8622,Supplier_7622,Steel,Delhi,3.4,504,2,1272.58
SPLR8623,Supplier_7623,Sand,Hyderabad,2.6,314,29,3912.44
SPLR8624,Supplier_7624,Tiles,Lucknow,4.9,540,16,3645.11
SPLR8625,Supplier_7625,Bricks,Delhi,4.4,791,26,3780.1
SPLR8626,Supplier_7626,Electrical Wiring,Hyderabad,3.7,948,7,4592.61
SPLR8627,Supplier_7627,Sand,Lucknow,3.2,794,26,1803.22
SPLR8628,Supplier_7628,Bricks,Delhi,4.6,397,9,3056.65
SPLR8629,Supplier_7629,Bricks,Ahmedabad,4.3,910,18,2667.51
SPLR8630,Supplier_7630,Sand,Hyderabad,3.5,441,6,2094.78
SPLR8631,Supplier_7631,Sand,Jaipur,3.9,425,18,2965.78
SPLR8632,Supplier_7632,Tiles,Ahmedabad,3.5,784,5,2249.72
SPLR8633,Supplier_7633,Plumbing Pipes,Hyderabad,3.8,798,9,4157.4
SPLR8634,Supplier_7634,Cement,Delhi,2.6,975,26,4700.71
SPLR8635,Supplier_7635,Electrical Wiring,Bangalore,4.1,685,21,2905.81
SPLR8636,Supplier_7636,Sand,Kolkata,4.8,632,23,4442.77
SPLR8637,Supplier_7637,Wood,Chennai,2.6,421,15,720.77
SPLR8638,Supplier_7638,Bricks,Hyderabad,2.9,687,20,4368.14
SPLR8639,Supplier_7639,Tiles,Lucknow,3.0,490,9,4228.18
SPLR8640,Supplier_7640,Electrical Wiring,Pune,4.4,200,20,3898.77
SPLR8641,Supplier_7641,Bricks,Mumbai,4.2,843,7,3342.6
SPLR8642,Supplier_7642,Tiles,Mumbai,3.8,420,24,733.68
SPLR8643,Supplier_7643,Tiles,Mumbai,4.1,177,27,4288.79
SPLR8644,Supplier_7644,Concrete,Pune,3.3,612,9,1694.95
SPLR8645,Supplier_7645,Wood,Jaipur,4.6,784,23,4544.42
SPLR8646,Supplier_7646,Electrical Wiring,Delhi,4.9,89,1,2433.96
SPLR8647,Supplier_7647,Wood,Mumbai,3.8,516,15,1859.13
SPLR8648,Supplier_7648,Tiles,Pune,4.8,658,7,2779.65
SPLR8649,Supplier_7649,Steel,Pune,2.5,363,2,4178.53
SPLR8650,Supplier_7650,Glass,Kolkata,4.3,604,5,895.0
SPLR8651,Supplier_7651,Tiles,Delhi,2.6,765,13,552.3
SPLR8652,Supplier_7652,Sand,Delhi,4.7,629,30,3939.55
SPLR8653,Supplier_7653,Electrical Wiring,Bangalore,3.5,471,11,4942.35
SPLR8654,Supplier_7654,Wood,Ahmedabad,3.2,748,29,4432.85
SPLR8655,Supplier_7655,Steel,Bangalore,5.0,748,26,4396.48
SPLR8656,Supplier_7656,Electrical Wiring,Ahmedabad,4.2,278,18,1716.23
SPLR8657,Supplier_7657,Tiles,Bangalore,2.6,791,5,1718.29
SPLR8658,Supplier_7658,Cement,Delhi,3.2,731,10,863.63
SPLR8659,Supplier_7659,Wood,Jaipur,4.1,553,30,3695.94
SPLR8660,Supplier_7660,Plumbing Pipes,Mumbai,4.6,442,7,4691.94
SPLR8661,Supplier_7661,Tiles,Hyderabad,2.6,297,8,933.95
SPLR8662,Supplier_7662,Wood,Lucknow,3.6,134,24,3860.45
SPLR8663,Supplier_7663,Sand,Bangalore,4.6,666,2,4165.49
SPLR8664,Supplier_7664,Sand,Bangalore,4.1,594,6,1781.13
SPLR8665,Supplier_7665,Bricks,Jaipur,2.9,657,1,3334.02
SPLR8666,Supplier_7666,Electrical Wiring,Lucknow,4.2,581,18,2496.46
SPLR8667,Supplier_7667,Electrical Wiring,Pune,4.2,720,23,544.27
SPLR8668,Supplier_7668,Cement,Kolkata,4.9,998,4,4332.27
SPLR8669,Supplier_7669,Sand,Chennai,4.2,782,6,926.36
SPLR8670,Supplier_7670,Plumbing Pipes,Pune,3.0,488,15,1488.85
SPLR8671,Supplier_7671,Wood,Mumbai,4.5,364,16,1019.07
SPLR8672,Supplier_7672,Plumbing Pipes,Ahmedabad,3.9,933,12,4117.7
SPLR8673,Supplier_7673,Glass,Bangalore,3.8,397,27,4142.92
SPLR8674,Supplier_7674,Sand,Pune,4.9,463,25,3685.16
SPLR8675,Supplier_7675,Steel,Lucknow,2.6,617,17,3330.93
SPLR8676,Supplier_7676,Sand,Delhi,2.6,176,19,4749.28
SPLR8677,Supplier_7677,Bricks,Hyderabad,4.7,360,15,3702.45
SPLR8678,Supplier_7678,Bricks,Jaipur,2.9,180,20,1039.31
SPLR8679,Supplier_7679,Electrical Wiring,Bangalore,4.3,386,11,4832.7
SPLR8680,Supplier_7680,Glass,Delhi,3.1,738,27,4132.48
SPLR8681,Supplier_7681,Wood,Kolkata,2.6,642,23,2790.18
SPLR8682,Supplier_7682,Glass,Mumbai,4.1,880,30,1639.29
SPLR8683,Supplier_7683,Cement,Lucknow,4.0,706,29,4623.62
SPLR8684,Supplier_7684,Glass,Delhi,4.3,854,15,2981.7
SPLR8685,Supplier_7685,Plumbing Pipes,Kolkata,4.9,955,2,3330.31
SPLR8686,Supplier_7686,Steel,Ahmedabad,3.4,599,8,4350.27
SPLR8687,Supplier_7687,Tiles,Jaipur,2.8,534,3,2328.97
SPLR8688,Supplier_7688,Electrical Wiring,Mumbai,3.3,298,26,2861.99
SPLR8689,Supplier_7689,Concrete,Delhi,3.7,952,10,996.8
SPLR8690,Supplier_7690,Concrete,Bangalore,3.5,545,11,2344.96
SPLR8691,Supplier_7691,Concrete,Ahmedabad,4.0,846,15,3344.54
SPLR8692,Supplier_7692,Glass,Kolkata,3.6,868,22,2069.31
SPLR8693,Supplier_7693,Wood,Ahmedabad,4.5,421,7,4355.4
SPLR8694,Supplier_7694,Wood,Delhi,4.1,797,27,2656.07
SPLR8695,Supplier_7695,Cement,Pune,4.0,417,12,4810.38
SPLR8696,Supplier_7696,Cement,Hyderabad,3.7,645,12,583.94
SPLR8697,Supplier_7697,Sand,Lucknow,3.3,901,14,4718.46
SPLR8698,Supplier_7698,Bricks,Ahmedabad,5.0,585,30,2825.83
SPLR8699,Supplier_7699,Steel,Bangalore,2.5,296,9,723.65
SPLR8700,Supplier_7700,Bricks,Bangalore,4.9,362,12,2555.25
SPLR8701,Supplier_7701,Concrete,Bangalore,4.2,359,16,3914.64
SPLR8702,Supplier_7702,Electrical Wiring,Kolkata,4.6,580,20,1877.98
SPLR8703,Supplier_7703,Cement,Pune,4.6,700,21,4340.42
SPLR8704,Supplier_7704,Concrete,Hyderabad,3.0,488,29,2005.58
SPLR8705,Supplier_7705,Wood,Pune,3.9,948,17,3519.64
SPLR8706,Supplier_7706,Concrete,Delhi,3.3,92,27,2117.31
SPLR8707,Supplier_7707,Bricks,Ahmedabad,3.9,809,24,1430.82
SPLR8708,Supplier_7708,Steel,Kolkata,3.0,235,13,1392.93
SPLR8709,Supplier_7709,Plumbing Pipes,Hyderabad,3.7,577,11,1856.17
SPLR8710,Supplier_7710,Steel,Ahmedabad,3.4,704,9,4417.77
SPLR8711,Supplier_7711,Concrete,Ahmedabad,3.1,499,5,3756.19
SPLR8712,Supplier_7712,Sand,Chennai,4.7,346,25,2132.54
SPLR8713,Supplier_7713,Electrical Wiring,Lucknow,3.0,966,5,2465.74
SPLR8714,Supplier_7714,Cement,Chennai,3.6,986,4,4899.18
SPLR8715,Supplier_7715,Glass,Delhi,4.9,218,3,3102.65
SPLR8716,Supplier_7716,Sand,Lucknow,3.1,651,19,3288.68
SPLR8717,Supplier_7717,Plumbing Pipes,Jaipur,3.4,309,24,4122.31
SPLR8718,Supplier_7718,Cement,Bangalore,3.4,773,29,2948.18
SPLR8719,Supplier_7719,Cement,Bangalore,3.0,358,8,1574.23
SPLR8720,Supplier_7720,Steel,Kolkata,3.9,957,14,4680.76
SPLR8721,Supplier_7721,Cement,Lucknow,3.8,275,10,1314.84
SPLR8722,Supplier_7722,Plumbing Pipes,Mumbai,3.8,780,29,1816.89
SPLR8723,Supplier_7723,Plumbing Pipes,Mumbai,3.8,911,28,3042.16
SPLR8724,Supplier_7724,Electrical Wiring,Hyderabad,4.9,553,18,4794.36
SPLR8725,Supplier_7725,Bricks,Mumbai,3.9,927,18,919.4
SPLR8726,Supplier_7726,Electrical Wiring,Chennai,4.1,369,4,4973.32
SPLR8727,Supplier_7727,Tiles,Lucknow,4.9,805,4,3503.8
SPLR8728,Supplier_7728,Plumbing Pipes,Hyderabad,4.2,846,3,2348.31
SPLR8729,Supplier_7729,Tiles,Ahmedabad,4.2,729,25,512.38
SPLR8730,Supplier_7730,Tiles,Kolkata,4.6,737,18,2853.46
SPLR8731,Supplier_7731,Sand,Mumbai,2.9,79,23,585.73
SPLR8732,Supplier_7732,Concrete,Chennai,3.4,801,28,4752.47
SPLR8733,Supplier_7733,Glass,Chennai,3.0,711,9,3367.07
SPLR8734,Supplier_7734,Sand,Jaipur,4.3,780,22,4554.16
SPLR8735,Supplier_7735,Bricks,Pune,4.1,938,16,4594.1
SPLR8736,Supplier_7736,Steel,Jaipur,4.9,664,15,1944.04
SPLR8737,Supplier_7737,Concrete,Delhi,4.8,469,6,3893.35
SPLR8738,Supplier_7738,Electrical Wiring,Ahmedabad,4.6,839,11,987.18
SPLR8739,Supplier_7739,Sand,Ahmedabad,3.1,974,29,2402.68
SPLR8740,Supplier_7740,Cement,Delhi,3.4,271,30,4268.68
SPLR8741,Supplier_7741,Tiles,Chennai,4.9,443,8,1082.75
SPLR8742,Supplier_7742,Tiles,Kolkata,4.3,599,14,4179.13
SPLR8743,Supplier_7743,Sand,Kolkata,5.0,163,21,4439.08
SPLR8744,Supplier_7744,Steel,Ahmedabad,4.4,743,17,2477.66
SPLR8745,Supplier_7745,Bricks,Chennai,4.9,731,3,3603.71
SPLR8746,Supplier_7746,Cement,Delhi,4.1,80,27,2087.69
SPLR8747,Supplier_7747,Bricks,Kolkata,4.2,541,23,1596.59
SPLR8748,Supplier_7748,Concrete,Mumbai,4.2,258,8,4662.88
SPLR8749,Supplier_7749,Cement,Kolkata,2.7,943,15,3048.25
SPLR8750,Supplier_7750,Wood,Mumbai,3.6,222,2,2487.98
SPLR8751,Supplier_7751,Wood,Lucknow,2.7,285,12,4720.63
SPLR8752,Supplier_7752,Glass,Kolkata,3.8,157,8,3338.22
SPLR8753,Supplier_7753,Plumbing Pipes,Chennai,3.2,859,4,4252.44
