Project ID,City,Tunnel Length (km),Num of Stations,Num of Workers,Equipment Factor (%),Signal System Complexity (%),Material Factor (%),Gov Regulation Factor (%),Urban Congestion Impact (%),Expected Completion Time (months),Budget (in Crores),Delay time (days),Risk Level
METRO-14258,Mumbai,2.76,22,4174,71,2,54,60,75,35,2477.95,81,Medium
METRO-14259,Kolkata,14.87,18,1684,67,48,85,88,95,64,880.55,94,High
METRO-14260,Kolkata,32.96,38,125,94,27,70,31,66,25,3653.57,213,Medium
METRO-14261,Hyderabad,32.75,80,4706,29,82,0,30,24,45,3723.4,232,Low
METRO-14262,Delhi,4.6,90,2120,34,90,95,3,82,60,973.96,110,Medium
METRO-14263,Chennai,15.08,89,310,5,86,53,5,68,83,783.37,246,Medium
METRO-14264,Kolkata,28.91,30,3278,84,82,84,48,92,76,4814.98,84,High
METRO-14265,Kolkata,16.61,46,954,29,56,33,93,62,102,3514.11,84,Medium
METRO-14266,Kolkata,21.48,65,933,79,12,71,96,80,73,1678.19,285,Medium
METRO-14267,Mumbai,35.93,43,416,62,93,26,33,50,105,2811.45,123,Medium
METRO-14268,Delhi,1.45,6,4517,7,40,42,72,21,28,3396.16,18,Low
METRO-14269,Kolkata,14.54,61,4419,90,71,86,3,56,67,2637.01,290,Medium
METRO-14270,Bangalore,7.98,54,2766,32,28,15,87,7,26,1433.73,32,Low
METRO-14271,Chennai,7.25,20,1185,42,42,77,78,93,74,806.43,350,Medium
METRO-14272,Hyderabad,47.99,66,3963,75,49,24,32,42,52,4186.48,338,Medium
METRO-14273,Bangalore,19.45,15,3152,42,49,68,83,55,31,3224.55,212,Medium
METRO-14274,Chennai,26.83,87,4126,44,46,2,78,20,114,676.07,330,Medium
METRO-14275,Mumbai,36.96,67,688,86,69,67,19,6,68,4263.84,215,Medium
METRO-14276,Delhi,3.32,34,777,53,55,74,78,19,51,2717.97,293,Medium
METRO-14277,Delhi,12.81,58,1949,64,16,71,52,63,30,2519.94,14,Medium
METRO-14278,Chennai,41.78,75,4865,6,28,58,51,12,29,644.25,29,Low
METRO-14279,Bangalore,43.24,31,1409,35,55,96,14,99,75,4631.05,18,Medium
METRO-14280,Hyderabad,19.27,90,1690,24,51,60,69,72,29,1138.65,199,Medium
METRO-14281,Mumbai,19.37,68,3345,84,47,85,31,13,45,3367.72,320,Medium
METRO-14282,Chennai,38.09,85,4361,36,1,14,56,15,46,1089.7,181,Low
METRO-14283,Mumbai,15.46,83,2696,11,32,60,79,46,115,3726.25,246,Medium
METRO-14284,Delhi,6.74,13,1495,31,58,11,0,15,113,3364.14,338,Low
METRO-14285,Kolkata,13.62,80,4073,48,38,62,15,14,83,827.07,179,Low
METRO-14286,Kolkata,19.98,76,936,37,54,23,55,66,56,1311.85,24,Medium
METRO-14287,Hyderabad,3.56,6,1165,55,34,70,35,4,111,3937.14,170,Medium
METRO-14288,Mumbai,24.46,53,4260,79,30,23,72,4,38,4519.67,75,Medium
METRO-14289,Chennai,37.26,52,3145,64,75,77,52,44,34,2158.06,348,Medium
METRO-14290,Hyderabad,26.17,59,4531,25,30,61,80,88,44,2535.65,186,Medium
METRO-14291,Bangalore,4.52,84,4161,56,25,12,37,99,109,1746.05,93,Medium
METRO-14292,Kolkata,22.57,71,4801,13,95,9,94,90,35,4862.31,281,Medium
METRO-14293,Chennai,35.74,35,2059,55,48,64,43,90,36,1939.24,72,Medium
METRO-14294,Mumbai,3.85,30,1815,69,59,4,55,89,63,864.43,347,Medium
METRO-14295,Hyderabad,3.93,70,4987,40,49,97,9,13,75,1571.48,50,Medium
METRO-14296,Chennai,19.16,34,120,50,59,46,71,64,47,2663.59,270,Medium
METRO-14297,Hyderabad,10.55,81,2327,83,2,7,26,89,73,2054.78,312,Low
METRO-14298,Hyderabad,46.8,82,2506,66,19,50,93,43,26,2659.77,60,Medium
METRO-14299,Hyderabad,29.49,5,232,11,55,77,81,35,111,3462.7,25,Medium
METRO-14300,Mumbai,15.08,74,775,96,46,36,20,17,81,1907.84,28,Medium
METRO-14301,Chennai,35.53,26,726,48,1,80,7,86,59,2585.13,37,Medium
METRO-14302,Delhi,19.37,79,889,0,62,42,61,71,100,4192.49,298,Medium
METRO-14303,Delhi,7.47,91,1090,18,76,85,16,49,78,4570.97,180,Medium
METRO-14304,Mumbai,12.62,58,3556,65,92,56,58,92,50,3863.03,205,High
METRO-14305,Mumbai,32.49,18,895,57,62,43,41,43,33,1125.8,88,Medium
METRO-14306,Kolkata,3.54,18,4347,86,50,64,15,57,46,3458.72,318,Medium
METRO-14307,Hyderabad,14.36,88,1698,71,69,48,92,83,76,4625.21,131,High
METRO-14308,Chennai,11.21,75,4022,97,41,38,25,80,62,3897.87,258,Medium
METRO-14309,Chennai,10.86,23,2132,3,7,75,13,43,83,908.32,25,Low
METRO-14310,Bangalore,34.46,30,3260,7,25,29,32,0,35,3296.16,235,Low
METRO-14311,Bangalore,41.47,63,1813,26,53,92,21,78,41,1692.07,327,Medium
METRO-14312,Delhi,36.08,26,429,25,73,79,3,70,106,4882.38,10,Medium
METRO-14313,Bangalore,32.64,10,3642,96,37,65,88,77,25,2472.54,137,High
METRO-14314,Bangalore,45.91,67,1796,42,55,50,95,1,64,1166.15,132,Medium
METRO-14315,Delhi,3.86,81,2190,39,64,78,30,7,91,2148.52,348,Medium
METRO-14316,Kolkata,9.21,78,1590,49,65,45,93,91,64,1717.04,242,Medium
METRO-14317,Delhi,21.31,58,3226,66,42,7,60,9,119,4215.83,113,Low
METRO-14318,Bangalore,19.25,23,1174,72,63,5,83,8,42,3381.52,237,Medium
METRO-14319,Chennai,21.48,99,3525,73,34,58,97,6,73,1730.67,127,Medium
METRO-14320,Bangalore,11.12,14,776,28,64,4,67,48,111,4078.48,264,Medium
METRO-14321,Hyderabad,8.33,41,1372,84,67,77,99,34,48,1187.57,125,High
METRO-14322,Hyderabad,25.95,81,1450,41,2,67,8,35,68,1431.2,302,Low
METRO-14323,Hyderabad,46.47,21,1230,17,87,2,38,71,84,952.05,100,Medium
METRO-14324,Kolkata,20.21,59,276,80,54,31,31,73,63,3157.61,95,Medium
METRO-14325,Mumbai,3.12,9,4324,20,80,87,26,54,88,702.92,164,Medium
METRO-14326,Hyderabad,35.6,25,4103,66,26,61,4,1,54,3663.25,315,Low
METRO-14327,Chennai,15.26,43,3364,61,24,87,95,22,91,1420.51,312,Medium
METRO-14328,Kolkata,13.01,24,1217,26,58,29,27,83,117,3450.17,179,Medium
METRO-14329,Mumbai,16.89,75,1557,95,83,48,43,86,99,3275.95,254,Medium
METRO-14330,Mumbai,36.47,19,4291,92,38,11,83,85,98,1083.26,37,Medium
METRO-14331,Hyderabad,41.12,83,788,46,53,88,53,84,43,703.6,60,Medium
METRO-14332,Bangalore,29.81,57,1682,92,50,49,45,25,72,682.05,232,Medium
METRO-14333,Delhi,16.8,91,1901,25,29,81,48,95,105,1150.9,343,Medium
METRO-14334,Bangalore,16.21,37,1423,8,69,17,99,41,98,2925.33,85,Medium
METRO-14335,Bangalore,7.09,48,1875,90,70,92,85,22,25,2987.16,135,High
METRO-14336,Mumbai,46.73,70,3908,11,26,46,35,77,31,1903.42,60,Low
METRO-14337,Mumbai,32.27,54,464,15,4,62,37,36,32,763.14,335,Low
METRO-14338,Kolkata,2.32,36,615,46,25,43,89,29,49,3713.36,113,Medium
METRO-14339,Kolkata,33.46,83,675,55,35,20,68,62,81,1241.81,82,Medium
METRO-14340,Mumbai,22.91,75,4054,65,10,47,83,30,30,3709.74,298,Medium
METRO-14341,Chennai,48.66,77,4876,50,55,65,67,72,53,1258.85,148,Medium
METRO-14342,Chennai,41.13,59,641,26,22,31,19,82,68,1014.43,254,Low
METRO-14343,Delhi,9.39,32,1036,72,2,93,24,41,33,4260.09,82,Medium
METRO-14344,Mumbai,36.29,90,4149,65,78,44,30,87,88,3333.95,286,Medium
METRO-14345,Hyderabad,24.79,7,1473,61,57,50,40,99,80,809.63,83,Medium
METRO-14346,Kolkata,10.17,57,2232,70,43,52,74,54,116,884.08,7,Medium
METRO-14347,Mumbai,35.24,46,2645,7,88,27,75,46,83,1424.57,241,Medium
METRO-14348,Chennai,27.82,6,2639,37,79,88,73,95,26,3130.61,273,High
METRO-14349,Mumbai,2.49,26,2856,5,95,61,48,0,69,4520.97,79,Medium
METRO-14350,Chennai,32.68,29,1853,58,25,28,58,55,55,4926.26,280,Medium
METRO-14351,Mumbai,32.11,93,1790,18,68,60,55,10,118,1693.89,318,Medium
METRO-14352,Hyderabad,8.06,36,2649,78,9,7,19,91,91,3598.08,34,Low
METRO-14353,Delhi,18.1,11,2058,55,74,45,35,93,53,4344.74,192,Medium
METRO-14354,Hyderabad,29.71,66,831,27,96,30,24,24,103,1407.61,233,Medium
METRO-14355,Chennai,7.8,35,933,93,91,65,91,42,65,2619.61,329,High
METRO-14356,Kolkata,42.78,67,2252,90,56,61,96,25,42,4704.75,117,Medium
METRO-14357,Kolkata,2.35,41,4786,9,79,17,30,25,63,2471.37,234,Low
METRO-14358,Bangalore,6.04,72,1335,44,43,54,8,7,109,3226.19,306,Low
METRO-14359,Hyderabad,6.69,83,384,94,1,84,16,67,86,2512.54,239,Medium
METRO-14360,Mumbai,26.88,13,3638,64,28,36,11,66,54,3021.98,327,Low
METRO-14361,Delhi,31.39,74,4333,49,1,85,98,58,28,4711.81,144,Medium
METRO-14362,Mumbai,20.78,50,175,31,85,29,30,42,91,813.57,322,Medium
METRO-14363,Mumbai,15.14,99,995,60,74,82,18,50,78,1510.64,67,Medium
METRO-14364,Hyderabad,40.66,38,2558,15,34,20,64,42,89,2715.27,358,Low
METRO-14365,Delhi,4.35,64,4893,5,95,77,46,13,87,1569.33,316,Medium
METRO-14366,Bangalore,14.73,17,1844,65,63,12,75,7,107,3002.44,122,Medium
METRO-14367,Mumbai,2.92,40,4883,61,4,98,27,41,72,1183.93,245,Medium
METRO-14368,Delhi,1.68,90,1038,65,90,18,43,2,85,3892.71,267,Medium
METRO-14369,Bangalore,18.32,52,3441,66,50,3,12,86,88,3140.81,153,Low
METRO-14370,Mumbai,10.55,97,1807,18,75,20,2,80,105,2300.03,189,Low
METRO-14371,Delhi,14.15,79,4439,3,7,23,78,41,115,3858.8,293,Low
METRO-14372,Hyderabad,41.23,10,4351,42,2,44,69,34,44,4265.82,119,Low
METRO-14373,Kolkata,8.99,9,3878,17,95,12,90,51,31,4882.22,342,Medium
METRO-14374,Kolkata,39.23,69,3056,81,21,21,56,44,29,4569.75,142,Medium
METRO-14375,Mumbai,34.08,54,745,45,62,86,2,98,66,4823.78,58,Medium
METRO-14376,Mumbai,17.0,78,2339,45,27,48,71,81,77,3733.38,232,Medium
METRO-14377,Delhi,27.78,78,1229,84,89,47,72,1,41,1132.99,96,Medium
METRO-14378,Kolkata,22.78,28,1561,20,44,16,56,76,60,567.41,81,Medium
METRO-14379,Mumbai,7.29,11,2378,29,20,19,22,47,102,2528.87,313,Low
METRO-14380,Bangalore,45.45,90,2446,63,74,31,49,64,30,3651.92,80,Medium
METRO-14381,Mumbai,28.91,62,1151,40,26,49,81,70,63,1972.99,221,Medium
METRO-14382,Kolkata,44.13,25,626,16,6,61,82,8,57,3671.55,5,Low
METRO-14383,Chennai,41.37,90,2811,4,72,14,15,47,62,1591.34,309,Low
METRO-14384,Kolkata,4.91,37,4558,4,46,41,39,74,91,2755.77,355,Low
METRO-14385,Bangalore,11.16,48,2517,72,47,10,70,37,83,2632.94,234,Medium
METRO-14386,Delhi,8.12,29,2237,74,97,36,74,70,99,3672.7,73,High
METRO-14387,Bangalore,41.71,99,1825,47,42,67,68,49,106,3477.12,319,Medium
METRO-14388,Chennai,43.26,84,1828,77,25,37,12,66,70,2462.76,128,Medium
METRO-14389,Chennai,26.87,19,4640,37,69,80,31,68,39,1409.27,273,Medium
METRO-14390,Mumbai,6.1,33,4154,5,75,60,82,24,116,3882.21,97,Medium
METRO-14391,Mumbai,7.65,87,4163,57,36,60,64,32,74,3462.47,198,Medium
METRO-14392,Kolkata,40.86,56,3151,13,49,92,71,45,96,820.93,257,Medium
METRO-14393,Hyderabad,46.53,21,228,71,43,14,16,11,102,2616.56,142,Low
METRO-14394,Bangalore,10.77,94,3253,93,0,27,68,9,30,3153.38,115,Medium
METRO-14395,Kolkata,1.55,40,308,58,34,86,57,17,29,4608.62,364,Medium
METRO-14396,Hyderabad,17.22,39,145,64,67,66,11,99,50,4026.19,326,Medium
METRO-14397,Kolkata,2.49,44,4159,88,39,20,39,63,33,772.73,167,Medium
METRO-14398,Chennai,41.57,27,100,12,49,28,26,89,84,4388.83,79,Low
METRO-14399,Mumbai,25.08,77,3335,26,71,60,68,93,44,2008.15,112,Medium
METRO-14400,Mumbai,32.45,38,1734,24,65,15,81,45,95,4533.48,309,Medium
METRO-14401,Kolkata,21.16,62,897,55,11,42,50,18,87,2220.41,122,Low
METRO-14402,Mumbai,17.93,86,1003,67,71,23,45,97,42,4416.57,126,Medium
METRO-14403,Delhi,11.89,84,4453,58,40,95,5,27,53,1605.61,354,Medium
METRO-14404,Kolkata,38.76,65,3271,94,59,30,58,23,119,2640.49,64,Medium
METRO-14405,Chennai,35.08,32,1994,48,30,97,70,63,93,3145.3,162,Medium
METRO-14406,Kolkata,18.68,64,4950,17,84,84,45,79,80,2727.57,312,Medium
METRO-14407,Kolkata,16.73,36,4043,80,94,12,81,48,53,2438.5,2,Medium
METRO-14408,Mumbai,1.06,62,2161,74,31,24,97,88,67,1151.48,86,Medium
METRO-14409,Chennai,4.11,86,4625,75,19,5,22,58,99,4490.5,185,Low
METRO-14410,Kolkata,31.54,48,3464,2,82,85,26,71,90,2795.43,207,Medium
METRO-14411,Mumbai,26.22,38,974,78,46,78,2,28,36,4247.72,93,Medium
METRO-14412,Bangalore,22.31,97,2945,56,93,42,8,83,41,2796.6,339,Medium
METRO-14413,Chennai,41.55,25,2103,5,72,81,99,2,31,2738.54,92,Medium
METRO-14414,Hyderabad,25.69,5,1841,68,83,94,97,1,55,864.74,355,High
METRO-14415,Delhi,19.84,59,987,30,17,50,89,77,27,694.23,150,Medium
METRO-14416,Hyderabad,8.9,84,368,7,76,74,33,59,66,2555.02,4,Medium
METRO-14417,Chennai,41.21,53,3509,9,59,88,39,52,106,811.69,335,Medium
METRO-14418,Kolkata,29.24,25,3977,2,29,40,14,22,105,2791.82,271,Low
METRO-14419,Mumbai,5.53,59,4780,11,28,88,61,51,71,1666.3,167,Medium
METRO-14420,Chennai,32.8,31,4282,91,51,81,32,19,76,3404.06,241,Medium
METRO-14421,Delhi,21.83,24,4546,75,50,34,67,33,79,2227.07,238,Medium
METRO-14422,Chennai,40.76,99,4005,93,29,43,29,31,99,1943.36,210,Medium
METRO-14423,Mumbai,46.03,20,3595,18,68,13,15,26,36,4866.84,207,Low
METRO-14424,Hyderabad,30.42,82,1932,20,67,55,69,80,88,3068.99,45,Medium
METRO-14425,Bangalore,36.85,52,1354,80,49,83,26,9,74,1041.55,55,Medium
METRO-14426,Hyderabad,3.77,36,4072,13,58,57,11,33,70,4240.79,104,Low
METRO-14427,Mumbai,28.45,36,667,74,30,42,93,31,41,4361.0,84,Medium
METRO-14428,Mumbai,38.01,57,4410,28,41,58,95,72,114,4685.14,64,Medium
METRO-14429,Delhi,25.34,57,916,6,32,54,40,72,76,529.81,276,Low
METRO-14430,Chennai,30.08,6,3870,48,64,36,23,41,74,3908.18,200,Medium
METRO-14431,Chennai,45.05,61,3779,64,18,33,27,12,61,3950.82,320,Low
METRO-14432,Hyderabad,10.71,26,4952,6,14,45,97,27,111,1309.83,90,Medium
METRO-14433,Bangalore,5.81,56,4874,13,65,47,41,30,41,2703.28,124,Low
METRO-14434,Bangalore,34.84,85,4147,15,67,89,85,7,82,2420.23,56,Medium
METRO-14435,Delhi,41.32,85,922,98,2,39,80,87,96,1002.23,11,Medium
METRO-14436,Mumbai,42.67,62,4145,15,86,19,13,11,88,4923.27,314,Low
METRO-14437,Delhi,32.44,38,2595,84,59,41,78,97,91,3827.25,228,High
METRO-14438,Chennai,41.83,75,1894,12,42,71,63,70,56,1027.94,98,Medium
METRO-14439,Kolkata,35.33,97,4184,81,52,63,78,98,50,3018.01,152,High
METRO-14440,Kolkata,5.28,21,2283,28,69,22,71,55,25,2852.95,93,Medium
METRO-14441,Kolkata,38.34,92,4956,84,93,50,57,29,92,2708.88,199,Medium
METRO-14442,Mumbai,9.79,76,2401,72,22,98,77,99,66,2748.83,212,High
METRO-14443,Delhi,12.59,27,428,94,48,11,64,84,86,650.68,27,Medium
METRO-14444,Hyderabad,20.34,37,2675,60,14,50,64,14,76,3442.58,324,Medium
METRO-14445,Chennai,16.41,33,1917,36,46,2,16,69,74,4311.79,64,Low
METRO-14446,Kolkata,16.76,23,3672,16,80,6,36,47,106,4083.43,122,Low
METRO-14447,Bangalore,9.29,73,2997,30,8,36,76,15,66,1488.67,237,Low
METRO-14448,Delhi,15.4,41,4042,58,65,19,54,13,38,2153.69,218,Medium
METRO-14449,Chennai,1.96,91,1111,87,49,87,77,75,113,4018.97,150,High
METRO-14450,Chennai,24.17,30,4568,46,52,57,15,32,45,3430.29,45,Low
METRO-14451,Bangalore,38.66,28,2115,5,92,88,46,45,42,3992.15,78,Medium
METRO-14452,Bangalore,43.25,58,2605,31,41,18,85,80,27,4200.52,233,Medium
METRO-14453,Bangalore,41.2,25,879,30,45,26,52,32,43,4660.05,83,Low
METRO-14454,Kolkata,21.41,94,3631,17,94,76,84,37,46,1046.73,130,Medium
METRO-14455,Kolkata,36.79,14,798,8,95,85,59,61,68,1435.19,169,Medium
METRO-14456,Delhi,15.11,46,286,2,57,35,49,27,81,4865.18,330,Low
METRO-14457,Bangalore,3.72,33,1069,70,0,59,98,41,93,4544.65,327,Medium
METRO-14458,Hyderabad,34.12,61,3548,25,93,22,82,20,71,2936.83,305,Medium
METRO-14459,Chennai,32.79,39,3585,12,91,83,13,60,72,3214.79,361,Medium
METRO-14460,Bangalore,40.28,32,4239,33,89,29,88,95,61,1281.72,337,Medium
METRO-14461,Chennai,31.19,16,265,42,81,82,13,78,44,1765.22,208,Medium
METRO-14462,Mumbai,8.69,62,1275,92,0,90,53,57,112,2192.28,50,Medium
METRO-14463,Mumbai,42.8,48,800,32,40,38,64,24,48,1998.86,62,Medium
METRO-14464,Bangalore,31.74,11,308,68,47,65,54,99,113,3938.66,274,Medium
METRO-14465,Chennai,40.57,20,3369,35,82,33,37,86,114,4785.89,339,Medium
METRO-14466,Mumbai,38.93,88,3276,78,98,8,16,97,52,3820.1,146,Medium
METRO-14467,Bangalore,15.6,97,1015,73,32,84,52,75,109,4396.76,223,Medium
METRO-14468,Chennai,4.65,39,4719,67,71,83,85,6,64,3591.0,78,Medium
METRO-14469,Bangalore,9.65,96,3851,46,90,71,89,31,105,894.5,64,Medium
METRO-14470,Kolkata,5.55,11,4409,60,41,49,67,62,47,2955.82,32,Medium
METRO-14471,Chennai,12.93,90,1595,44,7,84,39,23,38,2274.85,220,Medium
METRO-14472,Mumbai,23.52,18,1190,95,57,79,42,22,29,3189.72,265,Medium
METRO-14473,Bangalore,45.43,63,268,87,95,0,46,38,30,3659.71,269,Medium
METRO-14474,Mumbai,43.73,66,2299,83,82,1,52,97,77,4830.08,145,Medium
METRO-14475,Bangalore,36.21,78,4669,47,29,68,8,4,77,1031.0,341,Low
METRO-14476,Delhi,2.18,70,2344,40,59,34,62,95,52,4568.81,341,Medium
METRO-14477,Mumbai,17.73,26,4208,37,99,73,26,59,80,3576.81,237,Medium
METRO-14478,Mumbai,34.44,20,840,67,9,44,24,12,67,2836.94,279,Low
METRO-14479,Hyderabad,7.32,79,3033,74,63,9,58,31,89,2330.81,103,Medium
METRO-14480,Kolkata,40.25,47,4153,10,35,62,10,45,37,3723.86,88,Low
METRO-14481,Mumbai,45.81,87,261,15,15,25,67,74,45,2026.47,353,Low
METRO-14482,Chennai,18.35,24,707,64,2,78,12,71,38,3707.54,216,Medium
METRO-14483,Bangalore,35.59,14,827,96,85,2,31,61,73,3823.21,326,Medium
METRO-14484,Delhi,8.26,23,3884,70,85,78,19,31,71,1319.2,306,Medium
METRO-14485,Chennai,34.85,16,742,66,84,45,16,81,87,1865.58,206,Medium
METRO-14486,Chennai,2.05,14,3885,70,93,38,22,82,66,1554.95,251,Medium
METRO-14487,Chennai,8.39,75,4998,0,26,79,3,70,36,4143.66,16,Low
METRO-14488,Chennai,35.78,60,4044,96,65,49,85,81,66,1067.8,129,High
METRO-14489,Delhi,35.88,15,4111,70,71,59,95,80,24,794.21,170,High
METRO-14490,Hyderabad,32.42,84,4143,3,42,86,85,42,103,1790.92,181,Medium
METRO-14491,Kolkata,24.39,65,1191,81,22,18,10,34,100,2120.32,176,Low
METRO-14492,Mumbai,34.07,42,2388,36,38,9,65,72,99,2440.6,128,Medium
METRO-14493,Chennai,38.92,21,3627,13,37,3,88,46,62,3572.93,221,Low
METRO-14494,Mumbai,48.36,58,1122,78,35,96,15,52,36,1984.81,222,Medium
METRO-14495,Mumbai,44.54,49,1834,24,13,38,93,8,105,4427.59,5,Low
METRO-14496,Chennai,39.93,29,3866,81,94,76,36,78,31,4137.08,150,High
METRO-14497,Hyderabad,35.04,35,253,3,56,74,75,85,34,2272.92,74,Medium
METRO-14498,Mumbai,29.13,69,4377,65,46,42,44,32,93,4431.15,27,Medium
METRO-14499,Bangalore,6.91,43,1307,42,50,71,31,32,91,3954.5,297,Medium
METRO-14500,Mumbai,9.11,24,2715,25,18,92,65,54,115,3925.78,347,Medium
METRO-14501,Kolkata,41.19,77,4760,83,29,97,32,26,71,3931.84,19,Medium
METRO-14502,Chennai,40.36,47,2080,14,15,36,42,31,110,1574.96,206,Low
METRO-14503,Delhi,31.11,70,4741,5,75,84,51,32,47,1028.12,69,Medium
METRO-14504,Mumbai,22.5,5,2989,36,63,17,67,96,108,3379.43,202,Medium
METRO-14505,Hyderabad,2.28,59,2709,42,59,28,71,87,87,3108.5,178,Medium
METRO-14506,Bangalore,17.03,55,808,41,87,93,91,5,93,3485.26,357,Medium
METRO-14507,Bangalore,21.61,9,4718,12,41,45,74,64,112,2643.62,360,Medium
METRO-14508,Delhi,24.8,16,3257,15,37,49,83,72,100,993.96,169,Medium
METRO-14509,Kolkata,46.54,18,3317,41,60,16,97,86,40,4149.95,307,Medium
METRO-14510,Delhi,6.33,64,4149,37,95,22,55,7,38,4862.57,286,Medium
METRO-14511,Kolkata,26.42,44,4866,65,49,5,12,63,36,3812.17,69,Low
METRO-14512,Mumbai,19.03,13,2465,64,18,90,62,28,103,2291.0,43,Medium
METRO-14513,Chennai,49.51,46,2682,4,39,34,44,17,31,3859.33,355,Low
METRO-14514,Hyderabad,43.23,46,1483,29,46,36,15,33,61,1325.08,107,Low
METRO-14515,Bangalore,22.5,37,3745,94,61,88,55,71,32,4943.29,65,High
METRO-14516,Delhi,49.99,29,2221,42,68,48,64,56,90,3664.02,103,Medium
METRO-14517,Hyderabad,26.19,82,3041,31,45,2,73,9,63,3542.55,311,Low
METRO-14518,Kolkata,9.19,13,3980,66,62,39,12,34,82,2325.75,326,Medium
METRO-14519,Chennai,28.24,95,464,66,46,59,52,79,36,4030.65,151,Medium
METRO-14520,Bangalore,12.08,48,2411,41,1,34,96,87,66,4101.8,76,Medium
METRO-14521,Bangalore,32.18,87,2964,4,50,39,16,7,101,3253.43,161,Low
METRO-14522,Kolkata,46.93,62,284,98,95,58,49,10,53,4895.07,27,Medium
METRO-14523,Chennai,39.52,29,3603,85,90,3,39,4,108,2898.07,64,Medium
METRO-14524,Bangalore,14.39,36,4888,95,1,40,42,23,35,2174.53,199,Medium
METRO-14525,Chennai,15.55,26,3105,58,36,54,51,35,112,1280.58,261,Medium
METRO-14526,Bangalore,4.4,97,829,22,36,4,15,68,69,2878.24,201,Low
METRO-14527,Mumbai,15.01,59,4175,7,56,64,42,29,43,1208.46,237,Medium
METRO-14528,Kolkata,5.54,96,666,67,21,30,79,74,79,3024.9,4,Medium
METRO-14529,Chennai,25.47,65,1411,69,97,59,50,37,29,2792.25,349,Medium
METRO-14530,Hyderabad,35.71,61,4538,90,63,42,64,25,83,3807.74,75,Medium
METRO-14531,Mumbai,37.81,81,3523,18,90,8,84,38,110,4812.75,216,Medium
METRO-14532,Hyderabad,3.92,65,711,43,80,90,59,66,44,2762.07,358,Medium
METRO-14533,Kolkata,17.66,96,4200,92,38,57,23,36,55,2036.31,119,Medium
METRO-14534,Bangalore,15.12,71,723,37,86,15,53,76,27,748.04,104,Medium
METRO-14535,Hyderabad,6.11,98,597,43,73,69,45,13,63,1085.21,311,Medium
METRO-14536,Mumbai,18.76,79,322,5,21,87,19,89,81,1942.43,184,Medium
METRO-14537,Chennai,15.67,6,1052,2,14,88,48,58,105,2674.61,43,Medium
METRO-14538,Delhi,32.09,61,2006,95,60,33,13,73,55,776.66,156,Medium
METRO-14539,Hyderabad,44.28,77,1260,79,59,34,0,22,70,4239.9,353,Low
METRO-14540,Delhi,23.29,37,2884,32,49,84,85,10,75,1224.37,155,Medium
METRO-14541,Kolkata,37.59,94,3934,65,60,95,52,67,104,2040.2,245,Medium
METRO-14542,Hyderabad,8.15,67,4733,57,61,76,70,76,64,1771.27,65,Medium
METRO-14543,Hyderabad,44.85,20,802,25,39,37,31,30,115,4706.0,134,Low
METRO-14544,Chennai,8.48,93,3508,98,35,49,3,81,52,3007.12,352,Medium
METRO-14545,Bangalore,10.41,5,1096,27,38,93,15,40,98,1187.27,359,Medium
METRO-14546,Mumbai,6.22,89,4034,42,15,11,80,33,100,1246.04,250,Low
METRO-14547,Mumbai,16.17,68,4927,74,55,96,29,77,61,4994.04,309,Medium
METRO-14548,Mumbai,28.07,88,2360,87,27,29,97,88,109,2683.54,33,Medium
METRO-14549,Kolkata,49.41,73,686,15,34,43,70,88,104,3091.88,282,Medium
METRO-14550,Bangalore,39.88,21,3084,88,31,86,19,65,70,3792.58,35,Medium
METRO-14551,Delhi,19.64,44,2969,22,51,88,59,81,33,3483.58,55,Medium
METRO-14552,Mumbai,29.22,5,3676,58,46,93,32,81,91,882.12,179,Medium
METRO-14553,Delhi,31.54,17,2823,34,87,95,99,86,88,1557.57,2,High
METRO-14554,Bangalore,41.31,22,1104,88,62,93,75,65,55,2880.88,68,High
METRO-14555,Kolkata,37.09,72,1875,40,20,91,14,84,56,2894.27,263,Medium
METRO-14556,Bangalore,28.9,18,1214,96,82,1,56,0,54,2279.71,312,Medium
METRO-14557,Chennai,33.79,9,2999,21,31,73,14,28,28,3743.7,53,Low
METRO-14558,Mumbai,37.55,66,4820,73,33,99,19,56,92,1934.64,263,Medium
METRO-14559,Kolkata,7.52,37,2789,0,51,8,80,62,59,2259.35,205,Medium
METRO-14560,Chennai,10.82,30,712,45,81,70,41,95,32,4868.01,341,Medium
METRO-14561,Mumbai,34.74,65,3710,21,10,11,92,47,71,681.06,153,Low
METRO-14562,Bangalore,42.67,72,2677,31,74,33,87,35,24,2092.76,68,Medium
METRO-14563,Bangalore,21.05,34,1503,86,81,78,40,76,41,2325.61,98,High
METRO-14564,Hyderabad,49.01,66,110,29,0,48,14,76,101,1460.53,110,Low
METRO-14565,Hyderabad,11.59,66,2097,86,39,50,11,2,41,3336.88,360,Low
METRO-14566,Bangalore,21.42,85,654,42,0,11,18,48,85,1799.53,47,Low
METRO-14567,Bangalore,19.55,96,863,11,23,5,12,57,41,1935.5,57,Low
METRO-14568,Delhi,46.58,74,4746,82,40,25,32,93,111,542.97,93,Medium
METRO-14569,Delhi,14.98,61,1970,70,85,68,93,88,82,1909.07,312,High
METRO-14570,Chennai,24.07,95,854,26,70,48,6,35,47,4684.11,363,Low
METRO-14571,Hyderabad,10.17,40,3255,25,80,50,43,44,72,4356.85,253,Medium
