Supplier_ID,Supplier_Name,Location,Material_Type,Lead_Time (days),Historical_Delay (days),Quality_Rating (1-5),Avg_Cost_per_Unit (INR),Financial_Stability_Score,Past_Contract_Failures,Alternative_Suppliers,Climate_Risk,Delivery_Mode,Reliability_Score (0-1),Geo_Proximity (km),Inventory_Buffer_Level
S11490,Supplier_11490,Kolkata,Glass,25,0,3.2,6271,6.3,3,"S13504, S3308",Medium,Rail,0.73,37,High
S11491,Supplier_11491,Delhi,Wood,20,5,3.7,9754,6.4,3,"S7622, S4270",Medium,Road,0.78,44,Low
S11492,Supplier_11492,Mumbai,Glass,25,9,4.3,9161,5.3,2,"S14825, S970",Medium,Rail,0.85,57,Low
S11493,Supplier_11493,Hyderabad,Cement,22,9,3.0,9157,6.8,0,"S6584, S12179",Low,Air,0.92,37,High
S11494,Supplier_11494,Kolkata,Bricks,17,5,3.1,9126,8.1,3,"S14656, S2699",Low,Road,0.75,78,Low
S11495,Supplier_11495,Hyderabad,Bricks,20,1,3.7,4345,6.7,1,"S4461, S2941",Low,Air,0.91,42,High
S11496,Supplier_11496,Delhi,Wood,13,4,3.7,8799,8.8,1,"S4984, S14492",Medium,Air,0.9,13,Low
S11497,Supplier_11497,Bangalore,Glass,19,4,4.8,3315,6.4,3,"S14798, S13135",Low,Rail,0.81,39,Medium
S11498,Supplier_11498,Kolkata,Glass,30,8,3.3,5936,8.9,1,"S11809, S10708",High,Rail,0.88,35,High
S11499,Supplier_11499,Mumbai,Glass,12,8,4.7,5466,8.4,2,"S4620, S13867",High,Rail,0.92,67,Low
S11500,Supplier_11500,Bangalore,Steel,22,9,4.6,6739,9.5,2,"S4570, S7598",Low,Road,0.87,83,Medium
S11501,Supplier_11501,Mumbai,Cement,28,5,3.3,3903,5.0,1,"S9849, S3580",Low,Rail,0.73,83,High
S11502,Supplier_11502,Chennai,Steel,19,2,3.3,9587,6.1,2,"S8359, S1279",Low,Air,0.84,42,Medium
S11503,Supplier_11503,Chennai,Wood,29,7,3.2,9539,6.5,1,"S6235, S9540",Low,Road,0.75,53,Low
S11504,Supplier_11504,Delhi,Glass,22,8,4.0,7100,7.9,2,"S5356, S4374",High,Rail,0.7,77,Medium
S11505,Supplier_11505,Mumbai,Steel,25,6,4.7,7110,9.0,2,"S11537, S8846",High,Rail,0.9,32,Medium
S11506,Supplier_11506,Delhi,Wood,24,8,4.4,4019,6.5,0,"S8147, S14195",High,Ship,0.76,11,Medium
S11507,Supplier_11507,Bangalore,Wood,10,1,3.4,9851,5.8,0,"S7981, S11118",Low,Road,0.74,30,High
S11508,Supplier_11508,Mumbai,Wood,27,1,4.7,9629,6.9,0,"S3326, S9875",High,Road,0.72,49,Medium
S11509,Supplier_11509,Chennai,Steel,28,9,3.8,2998,6.7,2,"S3703, S856",High,Road,0.85,85,Low
S11510,Supplier_11510,Kolkata,Steel,7,7,4.0,6698,5.7,1,"S10934, S7379",Low,Ship,0.72,66,High
S11511,Supplier_11511,Mumbai,Steel,6,2,4.3,3711,7.8,1,"S4619, S1137",High,Road,0.84,73,Low
S11512,Supplier_11512,Bangalore,Concrete,21,7,4.2,9921,9.6,1,"S10195, S9829",Medium,Air,0.96,100,Medium
S11513,Supplier_11513,Bangalore,Steel,11,9,3.8,5617,7.2,0,"S13653, S13738",High,Road,0.9,93,Low
S11514,Supplier_11514,Bangalore,Wood,8,0,4.7,7966,6.0,1,"S12450, S8504",High,Rail,0.86,76,High
S11515,Supplier_11515,Mumbai,Concrete,23,7,3.2,3539,6.4,1,"S14663, S13880",Low,Air,0.84,50,Low
S11516,Supplier_11516,Delhi,Glass,16,2,4.2,2384,8.8,1,"S316, S9368",Low,Air,0.8,62,High
S11517,Supplier_11517,Mumbai,Glass,29,2,4.2,9308,8.1,1,"S765, S4425",Low,Ship,0.89,89,Low
S11518,Supplier_11518,Mumbai,Steel,13,1,4.4,6901,7.2,0,"S9278, S4598",Medium,Air,0.96,45,Low
S11519,Supplier_11519,Kolkata,Steel,15,3,3.3,5897,9.3,0,"S12611, S7359",Low,Road,0.89,22,Low
S11520,Supplier_11520,Kolkata,Cement,7,6,3.3,9669,6.5,1,"S11915, S13244",Medium,Rail,0.87,77,High
S11521,Supplier_11521,Hyderabad,Bricks,24,8,4.3,2102,6.6,2,"S5177, S3737",High,Ship,0.79,16,Medium
S11522,Supplier_11522,Bangalore,Wood,20,7,4.8,8054,6.6,3,"S11328, S1954",Medium,Rail,0.7,68,Medium
S11523,Supplier_11523,Chennai,Concrete,12,0,3.9,4274,9.8,1,"S10997, S7222",Medium,Air,0.8,17,High
S11524,Supplier_11524,Kolkata,Bricks,9,2,4.7,5435,8.2,2,"S4528, S9908",Medium,Road,0.89,78,High
S11525,Supplier_11525,Mumbai,Concrete,30,0,3.7,8301,7.4,3,"S3803, S10996",High,Road,0.77,22,High
S11526,Supplier_11526,Kolkata,Concrete,23,5,4.0,8348,9.9,2,"S7739, S14355",Medium,Rail,0.88,46,Medium
S11527,Supplier_11527,Chennai,Cement,26,3,3.8,3119,9.5,1,"S11550, S9249",Low,Rail,0.72,20,High
S11528,Supplier_11528,Bangalore,Bricks,11,5,4.8,7245,8.3,3,"S14533, S605",High,Air,0.81,46,Low
S11529,Supplier_11529,Delhi,Concrete,20,3,3.2,8033,8.6,3,"S12939, S7911",Medium,Air,0.77,37,Medium
S11530,Supplier_11530,Kolkata,Cement,30,8,4.4,8693,8.7,0,"S10719, S7655",High,Road,0.81,14,High
S11531,Supplier_11531,Mumbai,Concrete,7,7,3.7,5934,5.1,3,"S11720, S817",Low,Ship,0.91,14,Low
S11532,Supplier_11532,Bangalore,Cement,26,8,4.6,4361,7.5,0,"S7230, S8900",High,Air,0.85,59,Medium
S11533,Supplier_11533,Bangalore,Concrete,16,3,4.5,7745,8.2,1,"S8267, S2614",Low,Air,0.76,10,High
S11534,Supplier_11534,Mumbai,Glass,6,1,3.3,9938,9.2,1,"S7170, S6999",Medium,Air,0.88,98,High
S11535,Supplier_11535,Delhi,Cement,22,4,3.8,6762,7.6,1,"S202, S6989",Low,Road,0.86,54,Medium
S11536,Supplier_11536,Mumbai,Concrete,19,1,3.3,8960,7.0,1,"S2257, S8354",Low,Air,0.89,77,Low
S11537,Supplier_11537,Hyderabad,Cement,21,0,3.9,7900,7.4,1,"S6765, S11471",High,Road,0.79,39,Low
S11538,Supplier_11538,Chennai,Concrete,8,8,4.1,6661,7.5,3,"S12126, S7745",Low,Rail,0.79,16,Low
S11539,Supplier_11539,Mumbai,Cement,10,6,4.6,9357,5.8,2,"S8745, S6429",Low,Ship,1.0,11,High
S11540,Supplier_11540,Delhi,Bricks,26,3,3.3,7948,9.2,1,"S1104, S11598",Medium,Road,0.92,52,Medium
S11541,Supplier_11541,Delhi,Steel,23,3,3.8,7775,9.5,0,"S12498, S699",Medium,Ship,0.75,36,Medium
S11542,Supplier_11542,Hyderabad,Steel,5,9,4.3,8105,7.7,2,"S5264, S12063",High,Road,0.71,99,Medium
S11543,Supplier_11543,Delhi,Concrete,19,0,3.7,9721,6.7,1,"S2089, S979",High,Air,0.8,30,High
S11544,Supplier_11544,Hyderabad,Bricks,25,8,3.1,7385,5.0,2,"S2753, S9870",Low,Air,0.89,46,High
S11545,Supplier_11545,Delhi,Steel,10,3,3.5,2009,9.5,1,"S10357, S1755",High,Air,0.96,16,Low
S11546,Supplier_11546,Mumbai,Glass,13,5,3.2,5379,5.7,0,"S7533, S9996",Low,Road,0.73,16,Medium
S11547,Supplier_11547,Bangalore,Glass,23,0,4.8,6917,9.5,0,"S13914, S5846",High,Rail,0.83,21,Medium
S11548,Supplier_11548,Bangalore,Cement,30,5,4.2,2954,5.6,2,"S14736, S13153",Medium,Air,0.86,94,High
S11549,Supplier_11549,Delhi,Cement,16,10,4.0,4061,5.9,3,"S14470, S9164",Medium,Road,0.83,48,Medium
S11550,Supplier_11550,Mumbai,Concrete,11,9,4.5,7305,6.8,3,"S13021, S7940",High,Road,0.74,31,High
S11551,Supplier_11551,Chennai,Glass,23,8,3.2,9182,6.2,0,"S6758, S1136",Low,Air,0.98,74,High
S11552,Supplier_11552,Chennai,Glass,13,7,4.8,8941,9.0,2,"S10175, S9349",High,Air,0.82,13,Medium
S11553,Supplier_11553,Kolkata,Glass,23,5,4.0,9729,6.9,2,"S3880, S14214",Low,Road,0.86,91,Medium
S11554,Supplier_11554,Chennai,Bricks,8,10,3.4,6562,6.1,3,"S654, S7893",Medium,Air,0.8,29,Medium
S11555,Supplier_11555,Kolkata,Glass,14,9,3.1,5449,8.9,3,"S6215, S3694",Medium,Rail,0.81,40,Medium
S11556,Supplier_11556,Delhi,Bricks,8,10,3.7,9212,8.1,3,"S385, S12944",Low,Rail,0.96,30,High
S11557,Supplier_11557,Bangalore,Glass,24,1,3.4,6431,9.5,0,"S7666, S7766",High,Air,0.82,78,Low
S11558,Supplier_11558,Mumbai,Glass,26,10,4.6,7043,9.0,2,"S2011, S1035",Low,Air,0.74,41,Low
S11559,Supplier_11559,Chennai,Bricks,21,7,3.8,9522,6.9,2,"S9970, S12646",Medium,Air,0.89,46,High
S11560,Supplier_11560,Chennai,Cement,8,7,5.0,9426,9.3,0,"S10107, S14716",Medium,Rail,0.75,97,Low
S11561,Supplier_11561,Hyderabad,Cement,14,7,4.3,5803,9.2,3,"S14297, S1751",High,Ship,0.79,100,Low
S11562,Supplier_11562,Bangalore,Concrete,7,6,3.5,3655,8.3,2,"S8591, S3557",High,Rail,0.92,77,High
S11563,Supplier_11563,Mumbai,Bricks,20,9,3.2,3226,9.4,0,"S7574, S13785",Low,Rail,0.76,62,High
S11564,Supplier_11564,Bangalore,Wood,18,6,4.0,9856,6.2,0,"S9212, S10012",Low,Air,0.93,80,Medium
S11565,Supplier_11565,Chennai,Steel,18,3,3.4,4131,5.4,1,"S6318, S6795",High,Road,0.99,100,Medium
S11566,Supplier_11566,Delhi,Glass,30,0,3.1,9573,8.3,1,"S7975, S9460",High,Rail,0.8,34,Low
S11567,Supplier_11567,Chennai,Steel,15,7,4.1,9089,10.0,1,"S13862, S3599",Low,Ship,0.89,58,High
S11568,Supplier_11568,Bangalore,Glass,29,5,3.7,9994,7.4,2,"S3060, S9968",Medium,Rail,0.93,12,Medium
S11569,Supplier_11569,Chennai,Cement,17,3,4.6,8192,9.1,2,"S4750, S9317",Low,Ship,0.87,36,Low
S11570,Supplier_11570,Delhi,Glass,24,6,4.4,6039,9.9,2,"S2116, S6963",Low,Road,0.97,58,Low
S11571,Supplier_11571,Hyderabad,Steel,21,2,4.9,7826,9.5,2,"S12303, S12147",Medium,Road,0.95,26,Medium
S11572,Supplier_11572,Hyderabad,Cement,30,6,4.5,7801,9.4,0,"S8826, S6281",Low,Ship,0.73,47,Low
S11573,Supplier_11573,Hyderabad,Cement,9,3,4.0,7958,6.6,1,"S12748, S11553",High,Ship,0.83,65,High
S11574,Supplier_11574,Bangalore,Wood,23,1,4.9,7406,5.7,0,"S7386, S11055",High,Ship,0.87,90,Low
S11575,Supplier_11575,Delhi,Steel,29,4,4.4,9269,8.3,0,"S13913, S681",High,Air,0.98,60,High
S11576,Supplier_11576,Chennai,Steel,25,9,4.1,7632,8.7,1,"S4101, S11453",Low,Road,0.8,44,Low
S11577,Supplier_11577,Kolkata,Steel,9,10,3.4,6399,9.3,2,"S5743, S5683",Medium,Road,0.83,91,Medium
S11578,Supplier_11578,Mumbai,Bricks,6,5,4.6,2861,8.6,3,"S6122, S7699",Medium,Rail,0.87,31,Low
S11579,Supplier_11579,Hyderabad,Glass,5,7,3.2,5297,7.4,0,"S2716, S11817",Medium,Rail,0.77,27,Low
S11580,Supplier_11580,Hyderabad,Concrete,6,1,3.8,6946,7.2,0,"S1736, S1091",Low,Rail,0.88,92,High
S11581,Supplier_11581,Mumbai,Wood,15,4,4.6,8492,5.4,3,"S285, S7746",Low,Air,0.84,19,Low
S11582,Supplier_11582,Hyderabad,Bricks,16,9,3.8,8983,7.0,3,"S10910, S5901",Medium,Road,0.83,93,Medium
S11583,Supplier_11583,Bangalore,Wood,17,4,3.9,3884,7.8,3,"S3421, S8687",High,Air,0.82,44,Medium
S11584,Supplier_11584,Chennai,Steel,22,0,4.3,7051,6.7,1,"S7862, S330",Medium,Air,0.92,32,High
S11585,Supplier_11585,Bangalore,Bricks,29,2,4.7,5744,10.0,0,"S5776, S12060",Medium,Rail,0.82,63,Low
S11586,Supplier_11586,Chennai,Glass,12,6,4.2,6112,6.5,2,"S1837, S10358",High,Rail,0.75,25,High
S11587,Supplier_11587,Kolkata,Concrete,13,0,4.6,5868,6.0,0,"S12799, S080",Medium,Rail,0.98,58,High
S11588,Supplier_11588,Delhi,Bricks,12,9,4.8,2484,7.8,2,"S14141, S313",Low,Rail,0.76,74,High
S11589,Supplier_11589,Bangalore,Bricks,17,1,4.5,5760,9.9,1,"S7140, S8562",High,Air,0.98,98,Medium
S11590,Supplier_11590,Mumbai,Steel,20,7,3.5,3289,9.0,1,"S8188, S14264",High,Air,0.83,38,Low
S11591,Supplier_11591,Bangalore,Concrete,25,2,4.6,4712,9.4,3,"S3872, S12578",Low,Road,0.85,21,Medium
S11592,Supplier_11592,Chennai,Wood,9,4,5.0,3675,8.8,2,"S6360, S1516",Medium,Road,0.77,64,Medium
S11593,Supplier_11593,Mumbai,Steel,6,4,3.3,8712,6.5,0,"S7089, S14386",High,Rail,0.91,12,High
S11594,Supplier_11594,Chennai,Wood,10,9,4.6,5849,9.5,0,"S13495, S10190",High,Rail,0.75,47,Low
S11595,Supplier_11595,Delhi,Concrete,6,7,4.5,4440,5.9,3,"S14536, S006",Medium,Air,0.73,73,Low
S11596,Supplier_11596,Delhi,Bricks,7,8,3.9,8196,6.7,2,"S9755, S7226",Medium,Air,0.77,52,Medium
S11597,Supplier_11597,Chennai,Cement,22,7,4.8,8606,7.9,1,"S2655, S1175",High,Ship,0.89,76,Medium
S11598,Supplier_11598,Delhi,Cement,12,5,3.8,9034,7.0,2,"S9370, S4782",High,Ship,0.9,97,Medium
S11599,Supplier_11599,Kolkata,Glass,7,4,4.4,5048,5.8,2,"S14368, S6270",High,Rail,0.89,37,Low
S11600,Supplier_11600,Delhi,Steel,13,9,3.9,7321,6.4,1,"S5890, S2740",High,Rail,0.9,46,Medium
S11601,Supplier_11601,Chennai,Glass,8,2,4.1,3300,5.1,0,"S2408, S1604",Medium,Road,0.92,62,Medium
S11602,Supplier_11602,Hyderabad,Glass,19,4,4.4,4995,5.7,2,"S6252, S3957",Medium,Rail,0.75,77,Low
S11603,Supplier_11603,Chennai,Bricks,26,2,3.1,3969,9.8,2,"S14493, S6136",Low,Ship,0.75,82,Medium
S11604,Supplier_11604,Kolkata,Cement,10,3,4.5,8499,6.7,3,"S6044, S2433",Medium,Ship,0.89,93,Medium
S11605,Supplier_11605,Delhi,Wood,6,9,4.9,6712,8.1,0,"S3851, S12870",Medium,Air,0.98,66,Medium
S11606,Supplier_11606,Mumbai,Glass,19,4,3.7,8299,8.9,0,"S10073, S11992",High,Road,0.79,66,High
S11607,Supplier_11607,Chennai,Concrete,14,5,3.3,7610,6.1,2,"S8459, S3131",Medium,Air,0.71,15,Low
S11608,Supplier_11608,Kolkata,Glass,20,7,4.2,7569,8.0,0,"S12439, S6935",High,Road,0.72,20,Low
S11609,Supplier_11609,Mumbai,Cement,23,7,4.3,6924,5.0,0,"S8648, S14730",High,Air,0.9,14,High
S11610,Supplier_11610,Hyderabad,Bricks,15,6,3.8,5543,6.9,3,"S14284, S872",Low,Road,0.83,92,High
S11611,Supplier_11611,Mumbai,Bricks,24,7,4.6,4647,7.1,2,"S2979, S3231",Medium,Ship,0.73,70,Low
S11612,Supplier_11612,Hyderabad,Wood,29,2,3.7,3332,9.7,0,"S12724, S7897",Low,Ship,0.82,38,High
S11613,Supplier_11613,Delhi,Bricks,10,10,4.4,6507,7.0,2,"S3208, S9308",High,Air,0.77,28,Medium
S11614,Supplier_11614,Hyderabad,Bricks,7,1,3.2,5755,8.1,1,"S14348, S9656",Low,Road,0.92,80,Low
S11615,Supplier_11615,Delhi,Cement,13,4,4.9,3422,7.2,3,"S4555, S9108",Low,Rail,0.8,59,High
S11616,Supplier_11616,Kolkata,Bricks,25,9,4.3,3978,6.3,0,"S9763, S6597",Low,Road,0.92,30,Medium
S11617,Supplier_11617,Bangalore,Steel,18,9,3.3,5066,6.2,2,"S1548, S8452",High,Rail,0.77,12,Medium
S11618,Supplier_11618,Delhi,Bricks,14,0,3.9,4262,7.0,1,"S8210, S410",Medium,Air,0.91,59,High
S11619,Supplier_11619,Chennai,Wood,14,6,3.5,9821,5.5,2,"S2464, S14460",Low,Rail,0.73,96,High
S11620,Supplier_11620,Bangalore,Wood,12,3,3.6,8899,5.1,1,"S13072, S10585",High,Road,0.92,93,High
S11621,Supplier_11621,Kolkata,Glass,11,7,3.7,9031,10.0,1,"S1154, S12230",High,Ship,0.83,47,Medium
S11622,Supplier_11622,Hyderabad,Glass,9,6,3.5,3060,5.8,1,"S6089, S5355",High,Air,0.82,10,High
S11623,Supplier_11623,Hyderabad,Steel,29,1,4.0,3513,6.2,3,"S009, S2534",High,Rail,0.88,94,Medium
S11624,Supplier_11624,Chennai,Glass,5,1,4.0,3846,9.7,0,"S7316, S2025",Medium,Air,0.85,65,Low
S11625,Supplier_11625,Chennai,Concrete,20,9,3.9,3252,6.1,0,"S2361, S022",Low,Ship,0.78,62,High
S11626,Supplier_11626,Kolkata,Steel,21,10,3.3,6888,6.5,2,"S8952, S8635",Low,Air,0.8,30,Low
S11627,Supplier_11627,Hyderabad,Cement,9,8,3.2,8512,8.8,0,"S406, S220",High,Air,0.81,53,High
S11628,Supplier_11628,Bangalore,Steel,18,8,4.4,8862,5.9,3,"S7623, S11477",High,Air,0.81,68,Medium
S11629,Supplier_11629,Mumbai,Glass,25,4,3.5,4513,8.4,3,"S2459, S550",Low,Ship,0.86,28,Medium
S11630,Supplier_11630,Delhi,Glass,13,8,3.7,7848,8.0,0,"S6401, S650",High,Ship,0.9,19,Medium
S11631,Supplier_11631,Bangalore,Wood,16,1,3.3,8635,6.9,3,"S10108, S5576",High,Road,0.97,28,Medium
S11632,Supplier_11632,Hyderabad,Steel,23,6,4.5,9004,6.2,1,"S682, S7342",Low,Air,0.89,90,Medium
S11633,Supplier_11633,Delhi,Bricks,23,9,4.2,6434,8.6,0,"S13719, S12227",High,Rail,0.76,86,Low
S11634,Supplier_11634,Delhi,Glass,8,8,4.8,8429,9.4,0,"S836, S1809",High,Ship,0.89,67,Medium
S11635,Supplier_11635,Delhi,Concrete,27,6,3.7,9530,5.5,0,"S9431, S3252",Medium,Ship,0.94,14,Medium
S11636,Supplier_11636,Hyderabad,Concrete,25,9,3.1,8945,6.7,0,"S6084, S3700",Low,Air,0.83,63,Medium
S11637,Supplier_11637,Bangalore,Wood,8,0,4.7,4213,7.9,3,"S834, S5816",Low,Ship,0.77,79,High
S11638,Supplier_11638,Delhi,Wood,21,5,3.2,9617,6.1,1,"S11185, S6078",Low,Road,0.77,58,Medium
S11639,Supplier_11639,Hyderabad,Bricks,26,9,4.4,4502,5.9,2,"S318, S4334",Low,Air,0.84,44,High
S11640,Supplier_11640,Delhi,Steel,18,2,4.3,5056,9.9,3,"S14938, S2552",Low,Road,0.96,16,Medium
S11641,Supplier_11641,Chennai,Steel,22,6,4.0,7635,7.9,1,"S13630, S2522",High,Road,0.79,16,Low
S11642,Supplier_11642,Delhi,Bricks,15,1,4.8,5974,6.8,3,"S5455, S5203",High,Road,0.73,18,High
S11643,Supplier_11643,Delhi,Glass,26,9,3.0,4637,5.9,1,"S3981, S2900",High,Rail,0.77,52,High
S11644,Supplier_11644,Bangalore,Wood,9,6,4.2,2556,8.1,1,"S326, S6395",High,Air,0.92,58,Low
S11645,Supplier_11645,Kolkata,Glass,27,7,3.7,6147,8.6,3,"S8325, S2524",Low,Ship,0.85,29,High
S11646,Supplier_11646,Kolkata,Glass,20,9,3.7,7148,5.0,3,"S6262, S10990",Low,Air,0.8,80,High
S11647,Supplier_11647,Delhi,Concrete,6,0,4.0,5180,5.4,1,"S12216, S6350",Medium,Road,0.76,59,Low
S11648,Supplier_11648,Bangalore,Glass,9,9,3.7,8451,9.5,0,"S2866, S11811",High,Ship,0.94,92,High
S11649,Supplier_11649,Kolkata,Concrete,11,1,3.3,6940,5.5,3,"S2133, S7593",High,Ship,0.91,74,High
S11650,Supplier_11650,Chennai,Concrete,8,1,3.8,7528,8.8,0,"S13067, S4620",Medium,Air,0.8,75,Low
S11651,Supplier_11651,Delhi,Wood,23,4,3.8,4132,7.1,3,"S9727, S2070",Low,Ship,0.79,96,Low
S11652,Supplier_11652,Hyderabad,Glass,6,0,3.4,7973,8.8,2,"S7941, S12475",Low,Ship,0.86,69,High
S11653,Supplier_11653,Chennai,Glass,21,8,3.3,9072,6.2,3,"S9535, S14267",Low,Rail,0.8,34,Medium
S11654,Supplier_11654,Chennai,Glass,9,4,3.0,3897,7.6,3,"S1701, S4183",High,Road,0.9,29,Medium
S11655,Supplier_11655,Chennai,Wood,21,7,4.2,2350,9.6,2,"S9966, S9607",High,Air,0.85,71,High
S11656,Supplier_11656,Hyderabad,Bricks,27,10,3.5,7250,8.0,2,"S11747, S14677",High,Air,0.79,52,Low
S11657,Supplier_11657,Delhi,Glass,26,6,3.9,5679,6.0,1,"S8853, S259",Low,Road,0.93,91,Low
S11658,Supplier_11658,Hyderabad,Wood,18,9,4.3,3721,5.7,2,"S12553, S14173",Medium,Road,0.82,48,Medium
S11659,Supplier_11659,Kolkata,Steel,25,10,3.4,6150,5.5,0,"S13778, S6236",High,Air,1.0,97,High
S11660,Supplier_11660,Chennai,Cement,14,3,3.8,6547,9.4,0,"S11892, S13143",Low,Ship,0.91,91,Low
S11661,Supplier_11661,Mumbai,Glass,20,3,3.4,7743,8.8,0,"S488, S3486",Low,Road,0.86,34,High
S11662,Supplier_11662,Delhi,Steel,8,3,4.7,9725,7.7,3,"S667, S14201",Medium,Ship,0.86,45,Medium
S11663,Supplier_11663,Hyderabad,Wood,15,1,4.8,8856,7.2,2,"S13572, S5214",High,Ship,0.94,45,Medium
S11664,Supplier_11664,Chennai,Glass,22,5,4.6,7470,7.3,3,"S044, S6270",Medium,Air,0.88,35,Medium
S11665,Supplier_11665,Kolkata,Concrete,18,6,4.6,4190,9.8,1,"S12069, S13487",Medium,Air,0.84,89,High
S11666,Supplier_11666,Hyderabad,Wood,11,9,4.2,5731,8.7,0,"S14881, S13149",Medium,Rail,0.87,59,High
S11667,Supplier_11667,Kolkata,Bricks,7,6,3.4,2232,6.5,2,"S2249, S10528",Low,Ship,0.92,13,Low
S11668,Supplier_11668,Hyderabad,Concrete,19,3,4.9,9263,9.8,2,"S7038, S13811",High,Ship,0.92,15,Low
S11669,Supplier_11669,Mumbai,Cement,26,0,3.8,4851,6.4,3,"S14164, S9162",Low,Road,0.92,29,Medium
S11670,Supplier_11670,Bangalore,Steel,25,2,4.1,5603,9.9,3,"S4988, S13370",High,Road,0.75,80,High
S11671,Supplier_11671,Delhi,Wood,25,7,3.9,2522,9.4,1,"S5744, S14762",High,Air,0.82,12,Low
S11672,Supplier_11672,Mumbai,Concrete,13,0,3.0,6305,6.7,1,"S3475, S9614",Low,Rail,0.94,41,Medium
S11673,Supplier_11673,Mumbai,Glass,20,9,3.7,2065,5.5,0,"S6156, S1869",Medium,Air,0.99,39,Low
S11674,Supplier_11674,Mumbai,Concrete,8,7,3.1,7378,9.1,2,"S7743, S12872",High,Road,0.86,50,Low
S11675,Supplier_11675,Kolkata,Steel,15,3,3.2,6793,9.9,0,"S13616, S14265",Medium,Road,0.95,96,Low
S11676,Supplier_11676,Chennai,Glass,10,1,4.6,6024,7.1,1,"S6272, S12933",Medium,Ship,0.71,13,High
S11677,Supplier_11677,Mumbai,Steel,6,2,4.0,2355,6.4,0,"S692, S10788",Medium,Ship,0.88,37,High
S11678,Supplier_11678,Delhi,Wood,30,0,4.6,8668,8.7,2,"S12300, S13152",Low,Rail,1.0,64,High
S11679,Supplier_11679,Kolkata,Concrete,8,10,4.0,5757,9.4,1,"S9960, S12749",High,Air,0.79,27,Medium
S11680,Supplier_11680,Delhi,Concrete,26,6,3.2,7435,9.4,2,"S13791, S12179",Low,Ship,0.87,65,Low
S11681,Supplier_11681,Chennai,Glass,30,6,4.2,6100,7.8,0,"S11624, S3580",High,Ship,0.79,62,High
S11682,Supplier_11682,Mumbai,Glass,12,5,4.9,7567,6.5,2,"S4774, S5852",Medium,Air,0.89,28,Low
S11683,Supplier_11683,Chennai,Glass,29,7,4.9,3292,9.6,0,"S4222, S259",Low,Ship,0.88,39,High
S11684,Supplier_11684,Chennai,Cement,26,7,4.4,2246,6.2,2,"S3073, S8818",High,Ship,0.84,21,Low
S11685,Supplier_11685,Chennai,Bricks,24,3,3.7,9941,7.3,1,"S4647, S11801",High,Ship,0.73,50,Low
S11686,Supplier_11686,Hyderabad,Cement,6,5,3.8,9788,7.1,3,"S2055, S5554",Medium,Ship,0.92,67,Low
S11687,Supplier_11687,Delhi,Wood,11,3,3.1,9192,5.8,1,"S7409, S1233",High,Rail,0.94,56,High
S11688,Supplier_11688,Bangalore,Glass,15,8,3.9,6217,7.6,2,"S2646, S7623",Medium,Road,0.97,94,Low
S11689,Supplier_11689,Kolkata,Glass,12,2,4.9,8580,9.3,3,"S13994, S14779",High,Rail,0.8,61,Low
S11690,Supplier_11690,Hyderabad,Cement,16,3,4.3,6002,6.5,0,"S11950, S14631",Low,Rail,0.7,98,Low
S11691,Supplier_11691,Bangalore,Wood,5,7,3.3,8796,7.5,3,"S4482, S1594",Low,Road,0.75,19,High
S11692,Supplier_11692,Delhi,Cement,26,5,4.4,2010,8.9,2,"S8372, S12454",High,Road,0.83,96,High
S11693,Supplier_11693,Chennai,Wood,21,7,4.9,7345,5.2,2,"S237, S2991",Medium,Road,0.94,23,Medium
S11694,Supplier_11694,Bangalore,Glass,11,6,3.1,5335,8.3,1,"S10675, S422",High,Road,0.73,22,High
S11695,Supplier_11695,Mumbai,Cement,6,5,3.3,9812,5.0,1,"S7682, S12498",Low,Air,0.93,78,High
S11696,Supplier_11696,Bangalore,Glass,16,7,4.2,4499,7.1,0,"S8456, S5324",High,Ship,0.92,97,Low
S11697,Supplier_11697,Delhi,Cement,5,4,3.8,2000,7.1,0,"S10750, S11385",Low,Road,0.97,50,Low
S11698,Supplier_11698,Chennai,Cement,8,6,3.2,5399,9.6,3,"S13745, S3253",High,Ship,0.89,68,Medium
S11699,Supplier_11699,Delhi,Glass,20,7,3.6,3639,8.6,0,"S1815, S10425",Low,Road,0.89,28,Medium
S11700,Supplier_11700,Hyderabad,Wood,20,2,3.2,8641,8.4,1,"S4257, S7061",Medium,Road,0.8,47,High
S11701,Supplier_11701,Delhi,Cement,10,0,3.6,8558,8.2,1,"S1579, S11252",Low,Ship,0.87,75,Medium
S11702,Supplier_11702,Delhi,Steel,10,4,3.7,7883,7.4,0,"S9695, S3001",Low,Ship,0.78,18,Low
S11703,Supplier_11703,Hyderabad,Cement,25,2,3.8,3410,6.5,2,"S7048, S3791",High,Ship,0.93,62,Low
S11704,Supplier_11704,Mumbai,Wood,11,7,4.0,5372,9.3,2,"S280, S2483",Low,Rail,0.9,63,High
S11705,Supplier_11705,Bangalore,Bricks,29,4,3.4,5492,5.8,3,"S13465, S13542",Medium,Ship,0.89,64,Low
S11706,Supplier_11706,Mumbai,Concrete,17,2,4.0,3143,9.2,0,"S071, S4179",Low,Ship,0.81,65,High
S11707,Supplier_11707,Hyderabad,Concrete,11,10,4.8,5423,6.9,1,"S5842, S11918",Medium,Road,0.86,35,Low
S11708,Supplier_11708,Kolkata,Steel,24,2,4.7,8448,7.5,2,"S2699, S2348",Low,Road,0.86,69,High
