Project ID,City,Project Type,Project Size (sq. m),Start Date,End Date,Labor Count,Equipment Count,Avg Temperature (°C),Rainfall (mm),Milestone,External Factor,Delayed,Delay Duration (days),Delay Reason
PRJ-07578,Delhi,Metro,21820,2019-03-26,2023-04-07,1008,24,39.08921182363538,116.69212692848279,Finishing,None,True,44,Labor strike
PRJ-07579,Delhi,Commercial,72689,2023-12-01,2026-06-07,1324,46,30.88867215902636,264.8838672047274,Inspection,Land dispute,False,0,No Delay
PRJ-07580,Ahmedabad,Industrial,33068,2018-01-08,2021-10-05,329,5,33.35575829975578,409.5567815386249,Handover,Land dispute,True,97,Monsoon rains
PRJ-07581,Hyderabad,Airport,66471,2020-09-08,2024-05-24,150,10,22.18440780275292,383.3847637357674,Handover,None,True,301,Material shortage
PRJ-07582,Mumbai,Railway,62287,2022-08-04,2025-11-14,303,31,37.225867907625364,261.778541486194,Roofing,Funding issues,False,0,No Delay
PRJ-07583,Hyderabad,Railway,22488,2020-02-09,2022-07-24,754,13,38.62145140817661,118.60797012250612,Structural Completion,Land dispute,False,0,No Delay
PRJ-07584,Bangalore,Industrial,68480,2016-02-16,2019-09-18,1714,32,24.453146094385954,493.91827166157356,Finishing,Funding issues,False,0,No Delay
PRJ-07585,Delhi,Airport,58967,2022-09-17,2023-06-08,1013,27,35.96388051653629,316.1913598071667,Foundation,Land dispute,True,70,Equipment failure
PRJ-07586,Kolkata,Highway,29438,2019-09-14,2021-03-04,1659,27,40.69954179961851,450.25812999191226,Handover,Land dispute,False,0,No Delay
PRJ-07587,Pune,Bridge,76039,2024-05-13,2026-12-20,699,42,24.17428378316118,381.1017793839736,Finishing,Funding issues,False,0,No Delay
PRJ-07588,Ahmedabad,Bridge,66598,2015-05-30,2018-07-17,428,7,16.29908430794178,211.08619170459508,Foundation,Land dispute,False,0,No Delay
PRJ-07589,Hyderabad,Highway,35450,2015-08-07,2019-07-23,1284,16,19.608566724251254,185.1504478090854,Handover,Funding issues,True,76,Regulatory approval delay
PRJ-07590,Mumbai,Commercial,49252,2021-08-08,2025-05-08,1138,27,41.30985378727172,308.29526456026457,Foundation,Funding issues,False,0,No Delay
PRJ-07591,Delhi,Residential,86606,2021-04-18,2024-11-26,1222,29,43.419852491824344,79.87126526043453,Handover,Land dispute,True,158,Material shortage
PRJ-07592,Chennai,Metro,14218,2023-09-08,2024-05-07,765,49,22.72048052058822,81.91843705659718,Inspection,Environmental clearance delay,False,0,No Delay
PRJ-07593,Delhi,Residential,29924,2021-10-04,2024-03-29,52,18,42.58480649118827,497.8842009862761,Roofing,Land dispute,False,0,No Delay
PRJ-07594,Delhi,Highway,56884,2021-11-19,2025-12-14,749,49,28.724343664156542,160.6939538537787,Structural Completion,Environmental clearance delay,False,0,No Delay
PRJ-07595,Bangalore,Highway,54702,2024-01-20,2025-02-11,505,39,38.502157441758904,446.47029022604806,Handover,Land dispute,True,253,Design change
PRJ-07596,Delhi,Railway,76608,2024-05-05,2027-12-09,547,46,22.39923960698991,479.8371390311906,Handover,Environmental clearance delay,True,181,Monsoon rains
PRJ-07597,Bangalore,Railway,21758,2021-09-11,2023-05-10,1568,11,44.523234947436634,495.67119322559574,Foundation,Land dispute,False,0,No Delay
PRJ-07598,Chennai,Metro,97782,2022-10-03,2024-06-16,702,34,28.556811680811748,450.2301872494365,Foundation,Land dispute,False,0,No Delay
PRJ-07599,Hyderabad,Industrial,43922,2018-02-16,2020-11-15,1923,39,18.161534484250097,409.5149606343059,Finishing,Environmental clearance delay,True,42,Design change
PRJ-07600,Ahmedabad,Railway,89024,2018-07-29,2019-04-01,255,13,15.5250988392247,63.74306510035088,Finishing,Funding issues,True,178,Regulatory approval delay
PRJ-07601,Pune,Highway,26519,2020-09-01,2023-05-07,1424,30,34.493861563670066,119.00756470492985,Structural Completion,Environmental clearance delay,True,278,Material shortage
PRJ-07602,Chennai,Highway,17041,2023-07-21,2025-04-24,1211,36,27.377475787914463,485.36590474799885,Inspection,None,False,0,No Delay
PRJ-07603,Mumbai,Residential,71187,2017-02-26,2021-01-30,385,8,27.338156940197624,315.5194700562981,Handover,Funding issues,True,282,Financial issues
PRJ-07604,Kolkata,Metro,92252,2015-05-27,2016-02-05,125,41,22.57484076872977,476.71306690893465,Inspection,Land dispute,False,0,No Delay
PRJ-07605,Mumbai,Airport,57865,2024-11-11,2025-10-29,619,36,40.68602423745784,401.96991626268203,Foundation,Environmental clearance delay,False,0,No Delay
PRJ-07606,Mumbai,Highway,84611,2023-09-30,2025-01-11,943,46,35.70174003226794,131.48922400437684,Foundation,None,True,127,Design change
PRJ-07607,Kolkata,Railway,54700,2024-11-24,2027-04-23,896,22,19.363970106011774,318.1135424446042,Roofing,Land dispute,False,0,No Delay
PRJ-07608,Mumbai,Airport,9629,2019-08-29,2022-07-09,1451,13,28.961457243876694,355.0756391172099,Finishing,None,False,0,No Delay
PRJ-07609,Mumbai,Residential,7414,2020-02-02,2024-01-13,269,49,42.54676187350361,344.3314417785404,Finishing,None,True,313,Design change
PRJ-07610,Ahmedabad,Highway,23788,2018-10-02,2022-06-19,142,11,30.47853441568594,259.6521304499506,Inspection,Land dispute,True,96,Design change
PRJ-07611,Chennai,Commercial,47155,2019-10-23,2022-09-21,1885,7,37.41938964101889,30.53701328138664,Finishing,Funding issues,False,0,No Delay
PRJ-07612,Delhi,Industrial,94859,2021-04-05,2023-07-23,1868,38,15.23560273499726,82.45645494021869,Inspection,Land dispute,True,273,Labor strike
PRJ-07613,Bangalore,Residential,5061,2020-12-30,2022-07-14,626,40,16.621837339929936,21.149922284197874,Inspection,None,True,220,Material shortage
PRJ-07614,Bangalore,Commercial,15318,2016-05-17,2019-12-09,1313,44,16.059655177314045,254.71301599888037,Foundation,None,True,88,Monsoon rains
PRJ-07615,Kolkata,Highway,29739,2017-12-11,2020-06-19,402,12,18.861715105777897,465.5252114770494,Structural Completion,Funding issues,False,0,No Delay
PRJ-07616,Mumbai,Bridge,44282,2020-02-03,2022-02-18,242,22,35.59236720674073,137.70830749903956,Finishing,Land dispute,False,0,No Delay
PRJ-07617,Hyderabad,Airport,10903,2021-03-18,2024-08-23,484,36,22.897962163142388,377.36224865022956,Structural Completion,Funding issues,False,0,No Delay
PRJ-07618,Ahmedabad,Metro,42337,2015-06-30,2018-03-08,1016,14,25.966892800015568,444.964921245127,Foundation,Land dispute,True,277,Monsoon rains
PRJ-07619,Kolkata,Commercial,68522,2018-10-22,2021-05-04,399,49,24.330044417866965,340.49565671407765,Inspection,Environmental clearance delay,False,0,No Delay
PRJ-07620,Hyderabad,Railway,20378,2020-10-22,2024-01-15,754,7,27.181033078908463,15.220293771381455,Handover,Funding issues,False,0,No Delay
PRJ-07621,Chennai,Airport,61847,2024-01-20,2025-07-13,1762,35,23.957196441446733,86.54152728989817,Inspection,None,True,46,Equipment failure
PRJ-07622,Ahmedabad,Commercial,82838,2021-08-19,2024-08-10,1561,46,30.46442881674703,52.26901742732753,Roofing,None,False,0,No Delay
PRJ-07623,Delhi,Commercial,88694,2015-03-17,2017-09-20,1615,43,34.73690714186256,446.1477684062418,Foundation,Environmental clearance delay,False,0,No Delay
PRJ-07624,Bangalore,Bridge,90789,2020-07-06,2022-11-02,1873,12,40.384268260643026,359.43078632623826,Roofing,Land dispute,True,272,Monsoon rains
PRJ-07625,Hyderabad,Metro,19116,2017-05-19,2020-05-09,199,38,18.03761183008698,489.8195434743946,Structural Completion,Funding issues,False,0,No Delay
PRJ-07626,Ahmedabad,Bridge,79519,2024-03-05,2026-06-28,435,33,34.965610585440956,46.99193123808604,Inspection,Funding issues,False,0,No Delay
PRJ-07627,Bangalore,Highway,49477,2020-01-16,2023-09-20,1952,42,34.16594545314429,44.85883399685731,Handover,None,True,114,Equipment failure
PRJ-07628,Pune,Industrial,71573,2020-12-17,2023-10-04,523,42,16.552484800164013,435.50917257631215,Finishing,Funding issues,True,161,Material shortage
PRJ-07629,Bangalore,Commercial,21008,2019-04-26,2020-04-16,874,40,21.77946037798344,300.5329288752006,Finishing,Environmental clearance delay,True,343,Financial issues
PRJ-07630,Delhi,Bridge,34912,2019-02-01,2020-04-09,1415,21,22.387949372876335,168.9628108064969,Roofing,None,False,0,No Delay
PRJ-07631,Hyderabad,Metro,74339,2022-04-06,2025-06-25,946,26,20.77160244340046,494.16500041247855,Structural Completion,Land dispute,False,0,No Delay
PRJ-07632,Chennai,Bridge,91354,2024-12-17,2026-06-23,1452,39,40.62934908954303,185.33658204213677,Foundation,None,False,0,No Delay
PRJ-07633,Bangalore,Metro,4352,2021-10-30,2023-12-18,1651,39,27.767013854321515,376.8441898166906,Structural Completion,Land dispute,False,0,No Delay
PRJ-07634,Mumbai,Metro,28689,2017-02-26,2019-04-22,235,5,21.337875131566754,51.31511911773162,Finishing,Land dispute,False,0,No Delay
PRJ-07635,Delhi,Airport,14052,2015-01-02,2016-06-01,310,13,41.75716584109172,453.2892094842898,Roofing,Land dispute,True,342,Regulatory approval delay
PRJ-07636,Bangalore,Metro,25532,2015-06-14,2017-09-11,1554,29,23.90324535701464,423.1483454994088,Finishing,None,True,186,Financial issues
PRJ-07637,Pune,Residential,12491,2024-11-04,2028-05-15,311,14,43.09888658585932,164.3027158559065,Finishing,Funding issues,False,0,No Delay
PRJ-07638,Pune,Highway,28996,2018-04-15,2021-07-20,517,39,19.635276461230987,370.8985125367059,Foundation,None,True,175,Material shortage
PRJ-07639,Chennai,Commercial,92486,2020-12-02,2023-02-28,1133,28,39.65543416269391,91.059065494343,Structural Completion,Land dispute,False,0,No Delay
PRJ-07640,Chennai,Airport,4507,2021-01-06,2023-05-12,1902,35,19.119732761257602,294.459951925087,Finishing,None,True,47,Design change
PRJ-07641,Mumbai,Industrial,1955,2016-08-24,2019-09-09,1394,31,44.17615348828825,166.87865030021902,Handover,Environmental clearance delay,True,232,Design change
PRJ-07642,Hyderabad,Commercial,15356,2016-03-27,2018-06-21,769,41,25.507585454720452,491.72807825330375,Foundation,None,True,275,Equipment failure
PRJ-07643,Mumbai,Metro,75244,2021-01-05,2023-02-20,1688,39,31.877076323344568,172.03670971189695,Handover,Environmental clearance delay,True,188,Regulatory approval delay
PRJ-07644,Ahmedabad,Highway,15395,2016-12-19,2020-07-09,1001,6,19.58736564939361,457.3863771599604,Foundation,Environmental clearance delay,True,31,Equipment failure
PRJ-07645,Bangalore,Metro,46729,2020-12-04,2023-01-31,225,12,22.028270776690484,472.3799872517762,Roofing,Environmental clearance delay,False,0,No Delay
PRJ-07646,Mumbai,Bridge,24717,2021-05-13,2023-09-09,614,15,37.70896290163021,188.17364367728578,Structural Completion,Land dispute,True,161,Site condition issues
PRJ-07647,Kolkata,Metro,50108,2018-06-24,2019-12-17,1454,22,32.405879631755134,372.7644261342674,Foundation,Environmental clearance delay,False,0,No Delay
PRJ-07648,Chennai,Commercial,19943,2020-09-14,2023-05-22,1684,23,30.67403556721971,94.04635404415707,Finishing,Land dispute,False,0,No Delay
PRJ-07649,Pune,Highway,41105,2015-05-02,2016-08-08,176,25,18.732060440037664,155.71139721632315,Foundation,Funding issues,False,0,No Delay
PRJ-07650,Delhi,Bridge,28433,2023-09-11,2024-05-06,1364,14,16.599341150989936,396.87422826820216,Handover,Funding issues,True,285,Labor strike
PRJ-07651,Hyderabad,Commercial,10363,2018-09-08,2020-01-25,770,10,23.970434951835607,159.94450611318766,Foundation,None,False,0,No Delay
PRJ-07652,Bangalore,Residential,12620,2018-03-18,2019-02-01,1530,34,32.91038002246058,85.41876369583467,Structural Completion,Funding issues,True,338,Material shortage
PRJ-07653,Delhi,Commercial,6310,2018-01-02,2019-04-24,1398,13,26.444451666740548,413.37966986216253,Finishing,Land dispute,False,0,No Delay
PRJ-07654,Mumbai,Railway,56654,2018-09-04,2019-05-13,1406,21,42.939797293541346,62.30379337049341,Structural Completion,Environmental clearance delay,False,0,No Delay
PRJ-07655,Delhi,Metro,20329,2022-07-04,2025-04-26,1118,33,29.93763473731731,65.6292639369494,Finishing,Funding issues,False,0,No Delay
PRJ-07656,Mumbai,Metro,36193,2018-06-23,2021-06-22,59,43,37.569007625790135,204.09449333506868,Structural Completion,Funding issues,False,0,No Delay
PRJ-07657,Ahmedabad,Railway,61111,2015-08-22,2019-02-22,110,34,30.253864843829422,185.3620981211993,Handover,None,True,123,Equipment failure
PRJ-07658,Mumbai,Residential,60373,2018-12-08,2022-02-28,1654,43,31.41454046927369,345.8942968955216,Handover,Land dispute,True,11,Equipment failure
PRJ-07659,Bangalore,Highway,83358,2023-01-23,2024-12-02,249,27,16.526989381090406,90.10140872780926,Foundation,Environmental clearance delay,False,0,No Delay
PRJ-07660,Delhi,Industrial,95375,2016-11-17,2017-05-27,675,49,21.666326455565372,409.24560221620266,Handover,Environmental clearance delay,True,207,Labor strike
PRJ-07661,Kolkata,Residential,89400,2024-08-16,2026-11-15,1799,42,40.65325818702642,310.62065770433827,Roofing,Funding issues,True,211,Monsoon rains
PRJ-07662,Hyderabad,Highway,90731,2019-03-21,2023-01-02,1227,27,35.42790942771424,227.64925289779708,Finishing,Land dispute,False,0,No Delay
PRJ-07663,Hyderabad,Airport,35317,2019-04-06,2021-07-24,1685,21,40.09869707699072,334.05824871559975,Roofing,Land dispute,False,0,No Delay
PRJ-07664,Pune,Bridge,3561,2021-10-13,2024-05-10,779,21,32.76052314650775,217.39887922828598,Finishing,Land dispute,True,36,Site condition issues
PRJ-07665,Kolkata,Highway,77671,2016-04-28,2019-03-26,1671,44,32.037759908000865,461.00968877101644,Inspection,Environmental clearance delay,False,0,No Delay
PRJ-07666,Ahmedabad,Industrial,83802,2022-02-27,2025-12-14,1246,44,42.095104704809984,28.671583148862645,Finishing,Funding issues,False,0,No Delay
PRJ-07667,Chennai,Industrial,82117,2015-09-13,2018-01-24,1173,17,26.50873337169608,394.9466134677672,Handover,None,False,0,No Delay
PRJ-07668,Kolkata,Commercial,71854,2019-05-20,2023-06-20,803,21,40.78688162642709,306.86448802069214,Handover,Environmental clearance delay,True,244,Labor strike
PRJ-07669,Delhi,Highway,49424,2021-10-27,2022-10-11,1017,46,42.81926632011388,61.641254739671304,Inspection,None,True,113,Regulatory approval delay
PRJ-07670,Ahmedabad,Industrial,14681,2022-08-06,2023-05-02,214,40,40.698880927504696,416.1009189715119,Structural Completion,Environmental clearance delay,True,229,Labor strike
PRJ-07671,Chennai,Railway,50314,2019-04-13,2020-09-30,1842,9,16.37813499022443,394.0075894260211,Roofing,None,True,149,Monsoon rains
PRJ-07672,Bangalore,Commercial,26688,2020-12-19,2023-08-05,1937,21,19.13384669509694,98.94495510027652,Handover,Land dispute,True,260,Regulatory approval delay
PRJ-07673,Delhi,Residential,50663,2023-10-03,2026-01-06,570,39,22.247946038037135,430.5365441462662,Inspection,Land dispute,True,201,Monsoon rains
PRJ-07674,Ahmedabad,Railway,55796,2021-03-25,2023-01-31,1257,18,35.66352489461164,364.0736130493209,Finishing,Environmental clearance delay,False,0,No Delay
PRJ-07675,Pune,Industrial,84719,2022-05-22,2025-07-30,114,11,17.108684476351502,427.0935433450898,Inspection,Land dispute,False,0,No Delay
PRJ-07676,Bangalore,Metro,88971,2016-11-18,2017-11-09,1589,37,29.119960875523866,84.11828353072598,Structural Completion,None,True,135,Monsoon rains
PRJ-07677,Chennai,Bridge,32191,2018-08-01,2021-08-16,982,18,15.957117013138163,7.565255699975959,Finishing,Land dispute,True,32,Design change
PRJ-07678,Chennai,Airport,35520,2022-08-24,2025-06-29,1049,41,34.091146525285446,393.54197304677405,Roofing,Funding issues,True,84,Monsoon rains
PRJ-07679,Mumbai,Railway,7068,2018-09-19,2021-01-01,334,12,40.69497094412876,133.1621484580186,Structural Completion,Environmental clearance delay,False,0,No Delay
PRJ-07680,Pune,Airport,76239,2019-07-13,2020-02-22,1089,21,38.68483057068071,406.20412838950693,Structural Completion,Land dispute,True,356,Monsoon rains
PRJ-07681,Pune,Airport,92609,2019-05-19,2021-05-21,1480,28,24.53584899343078,50.28181875539867,Foundation,Funding issues,False,0,No Delay
PRJ-07682,Bangalore,Residential,77590,2016-01-14,2017-03-21,1714,11,23.854362154778403,187.17432188010298,Foundation,None,False,0,No Delay
PRJ-07683,Kolkata,Residential,40898,2017-03-11,2018-10-20,1627,14,42.30271513302194,1.061830847935763,Inspection,Funding issues,False,0,No Delay
PRJ-07684,Kolkata,Bridge,82784,2019-06-20,2023-03-11,260,5,30.758196866415513,398.7944754793911,Foundation,Land dispute,False,0,No Delay
PRJ-07685,Delhi,Residential,72874,2017-05-23,2018-04-26,1729,23,19.073886126052585,38.55414550867192,Inspection,Land dispute,False,0,No Delay
PRJ-07686,Kolkata,Highway,29357,2022-03-06,2024-02-22,1975,42,36.714504969160735,125.72238813490455,Handover,Land dispute,True,263,Site condition issues
PRJ-07687,Chennai,Industrial,4529,2024-04-05,2025-12-09,129,48,31.09129081828961,419.2720328787968,Inspection,Land dispute,True,299,Monsoon rains
PRJ-07688,Ahmedabad,Bridge,78255,2024-10-18,2027-10-12,1635,43,36.48996371824782,301.2787244818789,Foundation,Land dispute,False,0,No Delay
PRJ-07689,Ahmedabad,Residential,14961,2023-12-06,2028-01-01,622,48,32.849596805875265,274.55452470153983,Handover,None,True,23,Monsoon rains
PRJ-07690,Delhi,Railway,18239,2019-08-06,2020-08-19,547,21,34.433864531225595,453.26192593680565,Inspection,Land dispute,True,221,Labor strike
PRJ-07691,Ahmedabad,Metro,1030,2015-01-23,2017-12-03,72,11,29.305637050065805,206.08485140473854,Roofing,Funding issues,True,159,Regulatory approval delay
PRJ-07692,Pune,Industrial,93078,2017-02-28,2021-03-04,187,21,34.60000136181644,94.2878870816341,Structural Completion,Land dispute,False,0,No Delay
PRJ-07693,Pune,Industrial,26814,2024-05-02,2027-01-26,580,44,17.48264569879129,293.23866869004644,Structural Completion,Environmental clearance delay,False,0,No Delay
PRJ-07694,Pune,Highway,58670,2016-08-27,2018-06-23,1064,41,29.84914459201527,275.2483938055422,Roofing,Funding issues,False,0,No Delay
PRJ-07695,Kolkata,Commercial,3860,2024-12-18,2028-05-22,285,42,34.44604939458639,266.46423908965863,Foundation,Environmental clearance delay,False,0,No Delay
PRJ-07696,Chennai,Railway,63160,2020-06-20,2022-02-28,1988,40,30.450688371117504,140.8091627908951,Structural Completion,Environmental clearance delay,False,0,No Delay
PRJ-07697,Delhi,Highway,76112,2024-03-14,2026-08-05,290,9,28.070150146509434,411.8877032500805,Inspection,Funding issues,True,189,Labor strike
PRJ-07698,Chennai,Railway,98590,2023-11-09,2027-03-26,999,36,17.244080188816053,236.53358934865275,Foundation,None,False,0,No Delay
PRJ-07699,Bangalore,Airport,81026,2020-03-05,2021-12-14,1660,27,31.16361558049211,284.17051077287203,Handover,Funding issues,True,280,Financial issues
PRJ-07700,Hyderabad,Bridge,96411,2015-07-12,2018-12-21,536,47,38.55440166848149,162.00141944530873,Roofing,Funding issues,True,33,Regulatory approval delay
PRJ-07701,Bangalore,Airport,97080,2022-04-19,2024-04-19,1680,32,26.763726535258705,78.313597741817,Roofing,Land dispute,False,0,No Delay
PRJ-07702,Pune,Commercial,69761,2016-02-21,2019-11-26,59,24,15.36545684630838,167.03067071741955,Foundation,Environmental clearance delay,False,0,No Delay
PRJ-07703,Bangalore,Railway,41060,2019-08-10,2020-07-02,738,18,28.183251195332133,462.2928595607012,Handover,Funding issues,False,0,No Delay
PRJ-07704,Hyderabad,Industrial,6147,2021-10-12,2024-10-22,1593,15,41.40196131767007,37.15512446015479,Inspection,None,True,151,Design change
PRJ-07705,Ahmedabad,Railway,66211,2016-08-01,2017-09-30,1266,19,21.51774430026043,112.88143376033155,Foundation,Land dispute,True,336,Design change
PRJ-07706,Chennai,Residential,88000,2017-08-12,2018-08-01,1425,16,31.251027215319525,163.90778740608735,Roofing,Funding issues,False,0,No Delay
PRJ-07707,Pune,Metro,37052,2016-01-16,2018-10-01,1099,6,33.33743970692185,95.69910775106632,Inspection,Environmental clearance delay,True,15,Regulatory approval delay
PRJ-07708,Pune,Metro,40124,2016-11-16,2017-12-06,1414,28,44.12656012240829,358.57943541580204,Inspection,Environmental clearance delay,True,330,Material shortage
PRJ-07709,Chennai,Railway,95393,2024-08-06,2028-01-07,647,13,38.94024367366249,145.78107208336277,Finishing,None,True,338,Financial issues
PRJ-07710,Delhi,Metro,72994,2020-09-01,2021-11-07,496,13,18.00424688625481,308.4356194299448,Inspection,Environmental clearance delay,True,48,Site condition issues
PRJ-07711,Bangalore,Metro,84098,2018-05-03,2020-02-16,1281,20,23.628449613391087,308.2811311436836,Inspection,Funding issues,False,0,No Delay
PRJ-07712,Hyderabad,Highway,38989,2022-09-28,2025-03-23,633,48,35.44435233126692,284.81542664491286,Handover,Land dispute,True,134,Monsoon rains
PRJ-07713,Mumbai,Residential,54970,2017-11-01,2020-02-14,855,48,21.137715472577785,260.09956913228194,Inspection,None,False,0,No Delay
PRJ-07714,Delhi,Airport,76718,2023-04-16,2024-09-16,134,27,30.917470645918108,334.04672293117534,Roofing,Land dispute,False,0,No Delay
PRJ-07715,Hyderabad,Airport,45523,2019-05-27,2023-03-04,1725,36,34.98419195349006,14.454423663682325,Structural Completion,Funding issues,False,0,No Delay
PRJ-07716,Chennai,Industrial,46576,2016-07-19,2017-04-28,1182,27,30.310680029347573,361.94856991655854,Finishing,Land dispute,True,209,Design change
PRJ-07717,Mumbai,Residential,6822,2021-12-15,2025-10-21,1315,48,44.24535966706479,314.74330113494636,Handover,Environmental clearance delay,True,158,Monsoon rains
PRJ-07718,Bangalore,Residential,94409,2018-11-13,2021-02-19,221,13,16.984877806295305,247.5454774966191,Handover,None,False,0,No Delay
PRJ-07719,Chennai,Airport,42875,2017-09-30,2018-11-13,1379,41,29.13007864347487,211.00906716460284,Foundation,Environmental clearance delay,True,99,Site condition issues
PRJ-07720,Bangalore,Industrial,72043,2019-10-21,2022-02-24,934,27,34.398570817048224,222.71299598003043,Finishing,Environmental clearance delay,False,0,No Delay
PRJ-07721,Chennai,Metro,51544,2016-04-06,2018-01-15,1184,19,36.59342100568642,323.4190345391898,Structural Completion,None,True,26,Design change
PRJ-07722,Kolkata,Commercial,34058,2017-03-19,2020-12-30,267,11,15.4968389228285,396.6149499002945,Finishing,None,False,0,No Delay
PRJ-07723,Ahmedabad,Airport,83856,2017-07-27,2018-06-10,1485,39,33.53873348678188,409.65864859296545,Inspection,Land dispute,False,0,No Delay
PRJ-07724,Chennai,Industrial,74307,2015-07-24,2016-02-05,454,27,17.645973260018437,121.88039185212845,Handover,Land dispute,True,84,Equipment failure
PRJ-07725,Ahmedabad,Metro,76792,2022-03-29,2023-06-23,171,48,35.248233376600446,260.0049566459198,Roofing,Environmental clearance delay,True,70,Site condition issues
PRJ-07726,Ahmedabad,Industrial,69276,2019-04-23,2022-11-27,1078,46,29.156808365119993,187.0088035569179,Foundation,Land dispute,False,0,No Delay
PRJ-07727,Kolkata,Commercial,20544,2022-05-30,2023-11-02,664,50,27.184597841214426,311.84905369572317,Foundation,Land dispute,False,0,No Delay
PRJ-07728,Mumbai,Residential,68691,2020-05-07,2021-04-04,921,8,38.64168189181768,254.08670643215436,Foundation,Environmental clearance delay,True,188,Financial issues
PRJ-07729,Chennai,Metro,71463,2024-01-07,2028-01-30,373,22,24.765821538084214,6.897562331683426,Handover,None,True,58,Financial issues
PRJ-07730,Ahmedabad,Commercial,81308,2017-03-17,2019-10-08,688,28,25.91807692997753,419.19192021672404,Roofing,Land dispute,True,43,Design change
PRJ-07731,Mumbai,Airport,3928,2023-05-30,2027-01-03,1109,11,27.64374362021339,431.6902083260107,Inspection,Land dispute,True,361,Site condition issues
PRJ-07732,Bangalore,Highway,55152,2023-08-21,2025-03-22,1324,43,34.16941920296988,7.391925368812336,Inspection,Land dispute,False,0,No Delay
PRJ-07733,Delhi,Bridge,75854,2020-08-09,2024-04-29,415,23,40.997485922167876,11.499321202537772,Foundation,Funding issues,False,0,No Delay
PRJ-07734,Delhi,Industrial,55507,2019-04-02,2020-03-10,148,27,25.667841280126538,373.3591602467875,Structural Completion,None,True,80,Financial issues
PRJ-07735,Bangalore,Commercial,23729,2021-01-29,2023-12-14,546,30,15.4877529146812,220.20848534147015,Handover,Funding issues,True,46,Financial issues
PRJ-07736,Hyderabad,Industrial,61712,2022-10-03,2026-08-26,1893,33,18.958811281043115,113.49825570406446,Inspection,Environmental clearance delay,True,123,Labor strike
PRJ-07737,Delhi,Industrial,40688,2023-03-29,2024-08-07,1546,44,25.299919664222166,104.84591612384536,Structural Completion,Funding issues,False,0,No Delay
PRJ-07738,Delhi,Airport,92689,2023-12-26,2027-04-29,990,30,36.34911976420992,91.90825360309002,Foundation,Funding issues,True,346,Financial issues
PRJ-07739,Kolkata,Commercial,73495,2017-03-19,2019-10-01,1429,8,43.650945557258765,343.3214224612335,Structural Completion,Funding issues,False,0,No Delay
PRJ-07740,Pune,Metro,73989,2016-10-16,2018-05-23,227,15,17.335707229385417,485.2519408524191,Foundation,Land dispute,False,0,No Delay
PRJ-07741,Ahmedabad,Metro,68096,2024-11-14,2025-06-13,841,24,16.313307045378973,258.86834107054835,Roofing,Funding issues,False,0,No Delay
PRJ-07742,Delhi,Bridge,49970,2024-09-21,2026-09-29,243,18,38.27236599657435,87.21492217636506,Roofing,None,True,163,Labor strike
PRJ-07743,Bangalore,Airport,29650,2022-08-20,2024-10-09,1227,42,38.70382402013347,61.073720083326066,Roofing,None,False,0,No Delay
PRJ-07744,Hyderabad,Airport,85864,2015-02-24,2016-11-18,1991,31,40.43774508948799,268.01783464786854,Foundation,None,True,80,Equipment failure
PRJ-07745,Ahmedabad,Commercial,8881,2020-05-31,2024-04-16,1753,10,28.655439278038465,488.794774874971,Inspection,Funding issues,False,0,No Delay
PRJ-07746,Ahmedabad,Residential,69277,2017-03-30,2018-02-12,1856,10,19.966302605169577,118.82121008473462,Inspection,Environmental clearance delay,False,0,No Delay
PRJ-07747,Chennai,Industrial,76046,2021-10-09,2025-08-15,1188,13,24.982453490551944,206.81169686906253,Foundation,Land dispute,False,0,No Delay
PRJ-07748,Hyderabad,Airport,69492,2023-06-10,2026-12-12,93,16,24.049040340213683,439.1648504083298,Inspection,Land dispute,True,293,Material shortage
PRJ-07749,Pune,Commercial,53774,2022-03-05,2026-02-20,1247,45,18.594745501807296,110.82509227840521,Finishing,None,False,0,No Delay
PRJ-07750,Pune,Airport,73912,2016-10-14,2017-10-26,1490,29,31.273678053712445,438.63179164591116,Foundation,Environmental clearance delay,True,108,Site condition issues
PRJ-07751,Bangalore,Airport,29606,2024-11-28,2026-10-08,934,36,21.095942391401227,134.70407201175632,Foundation,Funding issues,True,359,Regulatory approval delay
PRJ-07752,Pune,Railway,61435,2018-05-28,2022-01-08,1808,29,39.780102376517135,293.45508660812413,Roofing,Environmental clearance delay,False,0,No Delay
PRJ-07753,Kolkata,Airport,34895,2018-04-19,2021-01-23,257,33,40.92681022742296,255.08655940946312,Inspection,None,True,218,Monsoon rains
PRJ-07754,Bangalore,Metro,43874,2017-03-04,2020-03-04,1037,9,17.577195314002225,239.9129917974922,Foundation,None,True,216,Site condition issues
PRJ-07755,Pune,Airport,44297,2023-08-27,2027-03-12,407,12,27.921649443915584,9.092434258193173,Foundation,Environmental clearance delay,False,0,No Delay
PRJ-07756,Delhi,Airport,85964,2015-04-11,2017-03-15,1955,49,30.813767182198774,143.45626712477565,Roofing,Environmental clearance delay,False,0,No Delay
PRJ-07757,Delhi,Bridge,43320,2023-11-17,2026-07-27,815,6,26.526269055335813,131.50896939172512,Handover,Land dispute,True,86,Site condition issues
PRJ-07758,Kolkata,Highway,37880,2017-06-23,2019-05-09,630,21,44.33089280551316,472.3728937323268,Handover,Land dispute,True,349,Labor strike
